Unnamed: 0,vg_image_id,vg_object_id,image,link_vg,vg_obj_name,vg_domain,vg_synset,vg_same_object,vg_adequacy_mean,vg_inadequacy_type,vg_image_name,vg_cat,clusters,topname,adequacy_mean,inadequacy_type,total_responses,perc_top,H,N,domain,split,same_object,vg_bbox_xywh,mn_bbox_xywh,human_nouns,llava_extracted_nouns,pearsonr
2962,2324306,3412337,http://manynames.upf.edu//2324306_3412337_bed.png,https://cs.stanford.edu/people/rak248/VG_100K/2324306.jpg,bed,home,furnishing.n.02,"{'bench': 0.67, 'crib': 0.67}",0.67,"{'bounding box': 0.3, 'None': 0.7}",2324306.jpg,"instrumentality, instrumentation","[{'27': ['bench', 'crib', 'bed']}]",bed,"{'bench': 0.33, 'bed': 0.67, 'crib': 0.83}","{'bench': {'None': 0.3, 'visual': 0.7}, 'bed': {'bounding box': 0.3, 'None': 0.7}, 'crib': {'visual': 0.3, 'None': 0.7}}",21,0.7619047619047619,0.7918583525674836,2,home,train,"{'bench': {'bench': 1.0, 'bed': 0.67, 'crib': 1.0}, 'bed': {'bench': 0.67, 'bed': 1.0, 'crib': 0.67}, 'crib': {'bench': 1.0, 'bed': 0.67, 'crib': 1.0}}","[128, 308, 256, 191]","[107, 268, 236, 178]","{'chair': 0.027777777777777776, 'crib': 0.1388888888888889, 'cot': 0.027777777777777776, 'fireplace': 0.0, 'table': 0.027777777777777776, 'doll': 0.027777777777777776, 'pillow': 0.027777777777777776, 'bassinet': 0.027777777777777776, 'bed': 0.4444444444444444, 'bench': 0.16666666666666666, 'ottoman': 0.027777777777777776, 'couch': 0.027777777777777776, 'sofa': 0.027777777777777776}","{'chair': 0.0, 'crib': 0.0, 'cot': 0.0, 'fireplace': 0.6, 'table': 0.0, 'doll': 0.0, 'pillow': 0.0, 'bassinet': 0.0, 'bed': 0.4, 'bench': 0.0, 'ottoman': 0.0, 'couch': 0.0, 'sofa': 0.0}",0.36258465702103626
8867,2352420,2032233,http://manynames.upf.edu//2352420_2032233_vase.png,https://cs.stanford.edu/people/rak248/VG_100K/2352420.jpg,vase,home,vessel.n.03,"{'jar': 0.67, 'jag': 0.67}",0.83,"{'bounding box': 0.3, 'None': 0.7}",2352420.jpg,"instrumentality, instrumentation","[{'38': ['jar', 'vase', 'jag']}]",vase,"{'jar': 0.33, 'jag': 0.17, 'vase': 0.83}","{'jar': {'visual': 0.7, 'bounding box': 0.3}, 'jag': {'visual': 0.7, 'other': 0.3}, 'vase': {'None': 0.7, 'bounding box': 0.3}}",32,1.0,0.0,1,home,train,"{'jar': {'jar': 1.0, 'jag': 0.67, 'vase': 0.67}, 'jag': {'jar': 0.67, 'jag': 1.0, 'vase': 0.67}, 'vase': {'jar': 0.67, 'jag': 0.67, 'vase': 1.0}}","[309, 0, 189, 333]","[362, 0, 233, 396]","{'vase': 0.8421052631578947, 'jag': 0.05263157894736842, 'jar': 0.10526315789473684}","{'vase': 1.0, 'jag': 0.0, 'jar': 0.0}",0.9982211666911958
7521,2347193,1730167,http://manynames.upf.edu//2347193_1730167_bed.png,https://cs.stanford.edu/people/rak248/VG_100K/2347193.jpg,bed,home,furnishing.n.02,{},1.0,{'None': 1.0},2347193.jpg,"instrumentality, instrumentation",[{'35': ['bed']}],bed,{'bed': 1.0},{'bed': {'None': 1.0}},35,1.0,0.0,1,home,train,{'bed': {'bed': 1.0}},"[0, 264, 373, 234]","[0, 229, 335, 216]","{'bed': 0.9722222222222222, 'remote control': 0.0, 'pillow': 0.027777777777777776}","{'bed': 0.0, 'remote control': 1.0, 'pillow': 0.0}",-0.5215748290197703
18659,2390099,500412,http://manynames.upf.edu//2390099_500412_table.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2390099.jpg,table,home,furnishing.n.02,{},1.0,{'None': 1.0},2390099.jpg,"instrumentality, instrumentation","[{'29': ['table']}, {'3': ['glass']}]",table,"{'glass': 0.17, 'table': 1.0}","{'glass': {'bounding box': 1.0}, 'table': {'None': 1.0}}",29,1.0,0.0,1,home,train,"{'glass': {'glass': 1.0, 'table': 0.0}, 'table': {'glass': 0.0, 'table': 1.0}}","[0, 252, 375, 250]","[0, 218, 335, 229]","{'wine': 0.0, 'dinner': 0.027777777777777776, 'wine glass': 0.027777777777777776, 'candle': 0.0, 'table': 0.8055555555555556, 'glass': 0.08333333333333333, 'desk': 0.027777777777777776, 'fire': 0.027777777777777776}","{'wine': 0.8, 'dinner': 0.0, 'wine glass': 0.0, 'candle': 0.2, 'table': 0.0, 'glass': 0.0, 'desk': 0.0, 'fire': 0.0}",-0.22962172488936114
19770,2395173,457228,http://manynames.upf.edu//2395173_457228_couch.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2395173.jpg,couch,home,furnishing.n.02,{'sofa': 1.0},1.0,{'None': 1.0},2395173.jpg,"instrumentality, instrumentation","[{'29': ['couch', 'sofa']}, {'6': ['cat']}]",couch,"{'cat': 0.67, 'couch': 1.0, 'sofa': 1.0}","{'cat': {'bounding box': 0.7, 'None': 0.3}, 'couch': {'None': 1.0}, 'sofa': {'None': 1.0}}",29,0.7586206896551724,0.7973265101474423,2,home,train,"{'cat': {'cat': 1.0, 'couch': 0.0, 'sofa': 0.0}, 'couch': {'cat': 0.0, 'couch': 1.0, 'sofa': 1.0}, 'sofa': {'cat': 0.0, 'couch': 1.0, 'sofa': 1.0}}","[0, 1, 365, 411]","[0, 0, 333, 374]","{'cat': 0.17142857142857143, 'suitcase': 0.0, 'couch': 0.6285714285714286, 'sofa': 0.2}","{'cat': 0.0, 'suitcase': 1.0, 'couch': 0.0, 'sofa': 0.0}",-0.6233128194707596
904,1159660,1596123,http://manynames.upf.edu//1159660_1596123_counter.png,https://cs.stanford.edu/people/rak248/VG_100K/1159660.jpg,counter,home,furnishing.n.02,"{'cupboard': 0.67, 'bar': 0.67, 'table': 0.67, 'stand': 0.67, 'cabinet': 0.67}",1.0,{'None': 1.0},1159660.jpg,"instrumentality, instrumentation","[{'32': ['counter', 'cupboard', 'cabinet', 'stand', 'table', 'bar']}]",counter,"{'cupboard': 0.33, 'counter': 1.0, 'table': 0.5, 'bar': 0.83, 'stand': 0.83, 'cabinet': 0.5}","{'cupboard': {'visual': 0.7, 'linguistic': 0.3}, 'counter': {'None': 1.0}, 'table': {'visual': 0.7, 'linguistic': 0.3}, 'bar': {'None': 0.7, 'linguistic': 0.3}, 'stand': {'None': 0.7, 'visual': 0.3}, 'cabinet': {'visual': 0.7, 'linguistic': 0.3}}",30,0.7,1.473772149591271,5,home,train,"{'cupboard': {'cupboard': 1.0, 'counter': 0.67, 'table': 0.67, 'bar': 0.67, 'stand': 0.67, 'cabinet': 1.0}, 'counter': {'cupboard': 0.67, 'counter': 1.0, 'table': 0.67, 'bar': 0.67, 'stand': 0.67, 'cabinet': 0.67}, 'table': {'cupboard': 0.67, 'counter': 0.67, 'table': 1.0, 'bar': 0.67, 'stand': 1.0, 'cabinet': 0.67}, 'bar': {'cupboard': 0.67, 'counter': 0.67, 'table': 0.67, 'bar': 1.0, 'stand': 0.67, 'cabinet': 0.67}, 'stand': {'cupboard': 0.67, 'counter': 0.67, 'table': 1.0, 'bar': 0.67, 'stand': 1.0, 'cabinet': 0.67}, 'cabinet': {'cupboard': 1.0, 'counter': 0.67, 'table': 0.67, 'bar': 0.67, 'stand': 0.67, 'cabinet': 1.0}}","[561, 254, 461, 346]","[320, 141, 275, 208]","{'stand': 0.058823529411764705, 'cupboard': 0.029411764705882353, 'bar': 0.058823529411764705, 'table': 0.08823529411764706, 'cabinet': 0.058823529411764705, 'desk': 0.029411764705882353, 'apple': 0.029411764705882353, 'countertop': 0.029411764705882353, 'counter': 0.6176470588235294}","{'stand': 0.0, 'cupboard': 0.0, 'bar': 0.0, 'table': 0.0, 'cabinet': 0.0, 'desk': 0.0, 'apple': 1.0, 'countertop': 0.0, 'counter': 0.0}",-0.16036187680962044
6473,2343011,928375,http://manynames.upf.edu//2343011_928375_cat.png,https://cs.stanford.edu/people/rak248/VG_100K/2343011.jpg,carpet,home,furnishing.n.02,{'floor': 1.0},0.5,"{'bounding box': 0.7, 'None': 0.3}",2343011.jpg,"instrumentality, instrumentation","[{'13': ['carpet', 'floor']}, {'13': ['cat']}, {'2': ['bowl']}]",cat,"{'carpet': 0.5, 'floor': 0.5, 'bowl': 0.17, 'cat': 0.33}","{'carpet': {'bounding box': 0.7, 'None': 0.3}, 'floor': {'bounding box': 0.7, 'None': 0.3}, 'bowl': {'bounding box': 1.0}, 'cat': {'None': 0.3, 'bounding box': 0.7}}",13,1.0,0.0,1,animals_plants,train,"{'carpet': {'carpet': 1.0, 'floor': 1.0, 'bowl': 0.0, 'cat': 0.0}, 'floor': {'carpet': 1.0, 'floor': 1.0, 'bowl': 0.0, 'cat': 0.0}, 'bowl': {'carpet': 0.0, 'floor': 0.0, 'bowl': 1.0, 'cat': 0.0}, 'cat': {'carpet': 0.0, 'floor': 0.0, 'bowl': 0.0, 'cat': 1.0}}","[0, 74, 500, 294]","[0, 81, 597, 358]","{'room': 0.03225806451612903, 'coca-cola': 0.0, 'cat': 0.41935483870967744, 'floor': 0.1935483870967742, 'animal': 0.03225806451612903, 'plate': 0.03225806451612903, 'bowl': 0.06451612903225806, 'carpet': 0.22580645161290322}","{'room': 0.0, 'coca-cola': 0.2, 'cat': 0.8, 'floor': 0.0, 'animal': 0.0, 'plate': 0.0, 'bowl': 0.0, 'carpet': 0.0}",0.7379332169947296
13442,2368992,2111821,http://manynames.upf.edu//2368992_2111821_bowl.png,https://cs.stanford.edu/people/rak248/VG_100K/2368992.jpg,bowl,home,vessel.n.03,"{'plate': 0.67, 'dish': 0.67}",0.83,"{'bounding box': 0.3, 'None': 0.7}",2368992.jpg,"instrumentality, instrumentation","[{'24': ['dish', 'plate', 'bowl']}, {'3': ['food']}]",bowl,"{'food': 0.67, 'bowl': 0.83, 'dish': 1.0, 'plate': 0.67, 'container': 'NA'}","{'food': {'None': 0.3, 'bounding box': 0.7}, 'bowl': {'None': 0.7, 'bounding box': 0.3}, 'dish': {'None': 1.0}, 'plate': {'other': 0.3, 'None': 0.7}, 'container': 'NA'}",25,0.64,1.3834651896016472,4,home,train,"{'food': {'food': 1.0, 'bowl': 0.0, 'dish': 0.0, 'plate': 0.0, 'container': 'NA'}, 'bowl': {'food': 0.0, 'bowl': 1.0, 'dish': 0.67, 'plate': 0.67, 'container': 'NA'}, 'dish': {'food': 0.0, 'bowl': 0.67, 'dish': 1.0, 'plate': 1.0, 'container': 'NA'}, 'plate': {'food': 0.0, 'bowl': 0.67, 'dish': 1.0, 'plate': 1.0, 'container': 'NA'}, 'container': {'food': 'NA', 'bowl': 'NA', 'dish': 'NA', 'plate': 'NA', 'container': 'NA'}}","[76, 141, 269, 172]","[84, 161, 328, 212]","{'pot': 0.027777777777777776, 'food': 0.08333333333333333, 'pan': 0.027777777777777776, 'dinner plate': 0.027777777777777776, 'container': 0.027777777777777776, 'plate': 0.05555555555555555, 'bowl': 0.4444444444444444, 'spaghetti': 0.027777777777777776, 'carrot': 0.0, 'dish': 0.16666666666666666, 'pasta': 0.027777777777777776, 'plate of pasta': 0.027777777777777776, 'stew': 0.027777777777777776, 'meal': 0.027777777777777776}","{'pot': 0.0, 'food': 0.0, 'pan': 0.0, 'dinner plate': 0.0, 'container': 0.0, 'plate': 0.0, 'bowl': 0.0, 'spaghetti': 0.0, 'carrot': 0.6, 'dish': 0.0, 'pasta': 0.4, 'plate of pasta': 0.0, 'stew': 0.0, 'meal': 0.0}",-0.2178777666111909
259,1590,3637049,http://manynames.upf.edu//1590_3637049_table.png,https://cs.stanford.edu/people/rak248/VG_100K_2/1590.jpg,carpet,home,furnishing.n.02,{'floor': 0.83},0.75,"{'bounding box': 0.2, 'other': 0.2, 'None': 0.7}",1590.jpg,"instrumentality, instrumentation","[{'18': ['desk', 'furniture', 'table']}, {'15': ['floor', 'carpet']}]",table,"{'carpet': 0.75, 'desk': 0.33, 'floor': 0.92, 'table': 0.42, 'furniture': 0.42}","{'carpet': {'None': 0.7, 'bounding box': 0.2, 'other': 0.2}, 'desk': {'bounding box': 0.8, 'None': 0.2}, 'floor': {'None': 0.8, 'bounding box': 0.2}, 'table': {'bounding box': 0.7, 'None': 0.3}, 'furniture': {'bounding box': 0.7, 'None': 0.3}}",15,0.8666666666666667,0.5665095065529052,2,home,test,"{'carpet': {'carpet': 1.0, 'desk': 0.0, 'floor': 0.83, 'table': 0.0, 'furniture': 0.0}, 'desk': {'carpet': 0.0, 'desk': 1.0, 'floor': 0.0, 'table': 0.83, 'furniture': 0.83}, 'floor': {'carpet': 0.83, 'desk': 0.0, 'floor': 1.0, 'table': 0.0, 'furniture': 0.0}, 'table': {'carpet': 0.0, 'desk': 0.83, 'floor': 0.0, 'table': 1.0, 'furniture': 0.83}, 'furniture': {'carpet': 0.0, 'desk': 0.83, 'floor': 0.0, 'table': 0.83, 'furniture': 1.0}}","[0, 244, 796, 290]","[0, 175, 597, 223]","{'furniture': 0.05555555555555555, 'chair': 0.027777777777777776, 'floor': 0.2222222222222222, 'table': 0.3611111111111111, 'screen': 0.027777777777777776, 'desk': 0.08333333333333333, 'carpet': 0.19444444444444445, 'rug': 0.027777777777777776}","{'furniture': 0.0, 'chair': 0.0, 'floor': 0.0, 'table': 1.0, 'screen': 0.0, 'desk': 0.0, 'carpet': 0.0, 'rug': 0.0}",0.7791937224739798
3922,2329667,2856374,http://manynames.upf.edu//2329667_2856374_woman.png,https://cs.stanford.edu/people/rak248/VG_100K/2329667.jpg,woman,people,woman.n.01,{'chef': 1.0},1.0,{'None': 1.0},2329667.jpg,person,"[{'28': ['woman', 'chef']}, {'2': ['shirt']}]",woman,"{'shirt': 0.5, 'woman': 1.0, 'chef': 1.0}","{'shirt': {'bounding box': 1.0}, 'woman': {'None': 1.0}, 'chef': {'None': 1.0}}",28,0.5714285714285714,0.9852281360342514,2,people,train,"{'shirt': {'shirt': 1.0, 'woman': 0.0, 'chef': 0.0}, 'woman': {'shirt': 0.0, 'woman': 1.0, 'chef': 1.0}, 'chef': {'shirt': 0.0, 'woman': 1.0, 'chef': 1.0}}","[38, 13, 224, 315]","[38, 9, 274, 383]","{'woman': 0.45714285714285713, 'shirt': 0.05714285714285714, 'baker': 0.02857142857142857, 'person': 0.02857142857142857, 'lady': 0.02857142857142857, 'carrot': 0.0, 'chef': 0.34285714285714286, 'man': 0.02857142857142857, 'gloves': 0.02857142857142857}","{'woman': 0.0, 'shirt': 0.0, 'baker': 0.0, 'person': 0.0, 'lady': 0.0, 'carrot': 1.0, 'chef': 0.0, 'man': 0.0, 'gloves': 0.0}",-0.24969443867171542
15028,2374747,2484525,http://manynames.upf.edu//2374747_2484525_pitcher.png,https://cs.stanford.edu/people/rak248/VG_100K/2374747.jpg,pitcher,people,athlete.n.01,"{'man': 1.0, 'player': 1.0, 'baseball player': 1.0}",1.0,{'None': 1.0},2374747.jpg,person,"[{'28': ['man', 'pitcher', 'player', 'baseball player']}, {'2': ['cap']}]",pitcher,"{'cap': 0.33, 'pitcher': 1.0, 'man': 1.0, 'baseball player': 1.0, 'player': 1.0}","{'cap': {'bounding box': 1.0}, 'pitcher': {'None': 1.0}, 'man': {'None': 1.0}, 'baseball player': {'None': 1.0}, 'player': {'None': 1.0}}",28,0.3928571428571428,1.8579594642722084,4,people,train,"{'cap': {'cap': 1.0, 'pitcher': 0.0, 'man': 0.0, 'baseball player': 0.0, 'player': 0.0}, 'pitcher': {'cap': 0.0, 'pitcher': 1.0, 'man': 1.0, 'baseball player': 1.0, 'player': 1.0}, 'man': {'cap': 0.0, 'pitcher': 1.0, 'man': 1.0, 'baseball player': 1.0, 'player': 1.0}, 'baseball player': {'cap': 0.0, 'pitcher': 1.0, 'man': 1.0, 'baseball player': 1.0, 'player': 1.0}, 'player': {'cap': 0.0, 'pitcher': 1.0, 'man': 1.0, 'baseball player': 1.0, 'player': 1.0}}","[74, 70, 221, 406]","[59, 56, 205, 370]","{'cap': 0.05555555555555555, 'pitcher': 0.3055555555555556, 'jersey': 0.027777777777777776, 'baseball': 0.0, 'baseball player': 0.1111111111111111, 'athlete': 0.027777777777777776, 'shirt': 0.027777777777777776, 'baseball pitcher': 0.027777777777777776, 'player': 0.1111111111111111, 'man': 0.25, 'shoe': 0.027777777777777776, 'dress': 0.027777777777777776}","{'cap': 0.0, 'pitcher': 0.6, 'jersey': 0.0, 'baseball': 0.4, 'baseball player': 0.0, 'athlete': 0.0, 'shirt': 0.0, 'baseball pitcher': 0.0, 'player': 0.0, 'man': 0.0, 'shoe': 0.0, 'dress': 0.0}",0.46715179949550706
23002,2408852,1091753,http://manynames.upf.edu//2408852_1091753_man.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2408852.jpg,man,people,man.n.01,{'person': 1.0},1.0,{'None': 1.0},2408852.jpg,person,"[{'29': ['person', 'man']}]",man,"{'man': 1.0, 'person': 1.0}","{'man': {'None': 1.0}, 'person': {'None': 1.0}}",29,0.8275862068965517,0.6631968402398286,2,people,val,"{'man': {'man': 1.0, 'person': 1.0}, 'person': {'man': 1.0, 'person': 1.0}}","[95, 56, 125, 283]","[106, 60, 156, 345]","{'pant': 0.027777777777777776, 'shirt': 0.027777777777777776, 'belt': 0.027777777777777776, 'rider': 0.027777777777777776, 'person': 0.1388888888888889, 'dog': 0.0, 'man': 0.6666666666666666, 'guy': 0.027777777777777776, 'bike': 0.027777777777777776, 'dude': 0.027777777777777776}","{'pant': 0.0, 'shirt': 0.0, 'belt': 0.0, 'rider': 0.0, 'person': 0.0, 'dog': 0.6, 'man': 0.2, 'guy': 0.0, 'bike': 0.2, 'dude': 0.0}",0.10977235758545129
7558,2347345,2528775,http://manynames.upf.edu//2347345_2528775_boy.png,https://cs.stanford.edu/people/rak248/VG_100K/2347345.jpg,boy,people,male_child.n.01,"{'kid': 1.0, 'child': 1.0, 'baseball player': 1.0}",1.0,{'None': 1.0},2347345.jpg,person,"[{'32': ['boy', 'child', 'kid', 'baseball player']}]",boy,"{'boy': 1.0, 'child': 1.0, 'kid': 1.0, 'baseball player': 1.0}","{'boy': {'None': 1.0}, 'child': {'None': 1.0}, 'kid': {'None': 1.0}, 'baseball player': {'None': 1.0}}",32,0.5625,1.4913146570363986,4,people,val,"{'boy': {'boy': 1.0, 'child': 1.0, 'kid': 1.0, 'baseball player': 1.0}, 'child': {'boy': 1.0, 'child': 1.0, 'kid': 1.0, 'baseball player': 1.0}, 'kid': {'boy': 1.0, 'child': 1.0, 'kid': 1.0, 'baseball player': 1.0}, 'baseball player': {'boy': 1.0, 'child': 1.0, 'kid': 1.0, 'baseball player': 1.0}}","[37, 223, 333, 274]","[26, 192, 305, 252]","{'kid': 0.05555555555555555, 'cap': 0.027777777777777776, 'baseball player': 0.05555555555555555, 'child': 0.2777777777777778, 'person': 0.027777777777777776, 'girl': 0.027777777777777776, 'safety razor': 0.0, 'boy': 0.5, 'little boy': 0.027777777777777776}","{'kid': 0.0, 'cap': 0.0, 'baseball player': 0.0, 'child': 0.0, 'person': 0.0, 'girl': 0.0, 'safety razor': 1.0, 'boy': 0.0, 'little boy': 0.0}",-0.24828176658071038
7107,2345483,3624257,http://manynames.upf.edu//2345483_3624257_girl.png,https://cs.stanford.edu/people/rak248/VG_100K/2345483.jpg,child,people,child.n.01,{'girl': 1.0},1.0,{'None': 1.0},2345483.jpg,person,"[{'33': ['girl', 'child']}]",girl,"{'girl': 1.0, 'child': 1.0}","{'girl': {'None': 1.0}, 'child': {'None': 1.0}}",33,0.5757575757575758,0.9833761901392236,2,people,train,"{'girl': {'girl': 1.0, 'child': 1.0}, 'child': {'girl': 1.0, 'child': 1.0}}","[17, 100, 240, 275]","[13, 112, 293, 335]","{'kid': 0.027777777777777776, 'child': 0.3888888888888889, 'shirt': 0.027777777777777776, 'toddler': 0.027777777777777776, 'girl': 0.5277777777777778, 'couch': 0.0}","{'kid': 0.0, 'child': 0.0, 'shirt': 0.0, 'toddler': 0.0, 'girl': 0.0, 'couch': 1.0}",-0.35437465393117096
14812,2373979,2527598,http://manynames.upf.edu//2373979_2527598_man.png,https://cs.stanford.edu/people/rak248/VG_100K/2373979.jpg,boy,people,male_child.n.01,"{'person': 1.0, 'man': 1.0}",0.83,"{'visual': 0.3, 'None': 0.7}",2373979.jpg,person,"[{'29': ['person', 'man']}, {'3': ['t-shirt']}]",man,"{'t-shirt': 0.33, 'man': 1.0, 'person': 1.0}","{'t-shirt': {'bounding box': 1.0}, 'man': {'None': 1.0}, 'person': {'None': 1.0}}",29,0.9310344827586208,0.3620512517339981,2,people,train,"{'t-shirt': {'t-shirt': 1.0, 'man': 0.0, 'person': 0.0}, 'man': {'t-shirt': 0.0, 'man': 1.0, 'person': 1.0}, 'person': {'t-shirt': 0.0, 'man': 1.0, 'person': 1.0}}","[0, 27, 339, 473]","[0, 17, 310, 430]","{'t-shirt': 0.08333333333333333, 'shirt': 0.027777777777777776, 'gamer': 0.027777777777777776, 'person': 0.05555555555555555, 'man': 0.75, 'boy': 0.027777777777777776, 'dude': 0.027777777777777776, 'couch': 0.0}","{'t-shirt': 0.0, 'shirt': 0.0, 'gamer': 0.0, 'person': 0.0, 'man': 0.0, 'boy': 0.0, 'dude': 0.0, 'couch': 1.0}",-0.19906827984171396
11934,2363679,763037,http://manynames.upf.edu//2363679_763037_woman.png,https://cs.stanford.edu/people/rak248/VG_100K/2363679.jpg,woman,people,woman.n.01,{'girl': 1.0},1.0,{'None': 1.0},2363679.jpg,person,"[{'27': ['woman', 'girl']}, {'3': ['phone']}, {'2': ['glass']}, {'2': ['sunglasses']}]",woman,"{'sunglasses': 0.5, 'glass': 0.33, 'phone': 0.5, 'woman': 1.0, 'girl': 1.0}","{'sunglasses': {'bounding box': 1.0}, 'glass': {'other': 0.7, 'bounding box': 0.3}, 'phone': {'bounding box': 1.0}, 'woman': {'None': 1.0}, 'girl': {'None': 1.0}}",27,0.925925925925926,0.3809465857053902,2,people,train,"{'sunglasses': {'sunglasses': 1.0, 'glass': 0.33, 'phone': 0.0, 'woman': 0.0, 'girl': 0.0}, 'glass': {'sunglasses': 0.33, 'glass': 1.0, 'phone': 0.0, 'woman': 0.0, 'girl': 0.0}, 'phone': {'sunglasses': 0.0, 'glass': 0.0, 'phone': 1.0, 'woman': 0.0, 'girl': 0.0}, 'woman': {'sunglasses': 0.0, 'glass': 0.0, 'phone': 0.0, 'woman': 1.0, 'girl': 1.0}, 'girl': {'sunglasses': 0.0, 'glass': 0.0, 'phone': 0.0, 'woman': 1.0, 'girl': 1.0}}","[20, 135, 310, 365]","[11, 114, 284, 333]","{'woman': 0.6944444444444444, 'cellphone': 0.027777777777777776, 'phone': 0.08333333333333333, 'glass': 0.05555555555555555, 'sunglasses': 0.05555555555555555, 'cell phone': 0.0, 'girl': 0.05555555555555555, 'skirt': 0.027777777777777776}","{'woman': 0.0, 'cellphone': 0.0, 'phone': 0.4, 'glass': 0.0, 'sunglasses': 0.0, 'cell phone': 0.6, 'girl': 0.0, 'skirt': 0.0}",-0.23817559423593135
25144,2417281,2960903,http://manynames.upf.edu//2417281_2960903_woman.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2417281.jpg,girl,people,woman.n.01,"{'player': 1.0, 'person': 1.0, 'tennis player': 1.0, 'woman': 1.0}",1.0,{'None': 1.0},2417281.jpg,person,"[{'28': ['player', 'person', 'tennis player', 'woman', 'girl']}, {'5': ['shoe']}]",woman,"{'shoe': 0.5, 'woman': 1.0, 'tennis player': 1.0, 'girl': 1.0, 'person': 1.0, 'player': 1.0}","{'shoe': {'bounding box': 0.8, 'None': 0.2}, 'woman': {'None': 1.0}, 'tennis player': {'None': 1.0}, 'girl': {'None': 1.0}, 'person': {'None': 1.0}, 'player': {'None': 1.0}}",28,0.4285714285714285,2.102047566277089,5,people,train,"{'shoe': {'shoe': 1.0, 'woman': 0.0, 'tennis player': 0.0, 'girl': 0.0, 'person': 0.0, 'player': 0.0}, 'woman': {'shoe': 0.0, 'woman': 1.0, 'tennis player': 1.0, 'girl': 1.0, 'person': 1.0, 'player': 1.0}, 'tennis player': {'shoe': 0.0, 'woman': 1.0, 'tennis player': 1.0, 'girl': 1.0, 'person': 1.0, 'player': 1.0}, 'girl': {'shoe': 0.0, 'woman': 1.0, 'tennis player': 1.0, 'girl': 1.0, 'person': 1.0, 'player': 1.0}, 'person': {'shoe': 0.0, 'woman': 1.0, 'tennis player': 1.0, 'girl': 1.0, 'person': 1.0, 'player': 1.0}, 'player': {'shoe': 0.0, 'woman': 1.0, 'tennis player': 1.0, 'girl': 1.0, 'person': 1.0, 'player': 1.0}}","[317, 47, 171, 269]","[371, 49, 211, 328]","{'t-shirt': 0.027777777777777776, 'tennis player': 0.1388888888888889, 'woman': 0.3333333333333333, 'racket': 0.0, 'shirt': 0.027777777777777776, 'tennis racket': 0.0, 'person': 0.08333333333333333, 'teenager': 0.027777777777777776, 'player': 0.08333333333333333, 'shoe': 0.1388888888888889, 'girl': 0.1388888888888889}","{'t-shirt': 0.0, 'tennis player': 0.0, 'woman': 0.0, 'racket': 0.2, 'shirt': 0.0, 'tennis racket': 0.8, 'person': 0.0, 'teenager': 0.0, 'player': 0.0, 'shoe': 0.0, 'girl': 0.0}",-0.3857583749052298
852,713879,3601827,http://manynames.upf.edu//713879_3601827_man.png,https://cs.stanford.edu/people/rak248/VG_100K/713879.jpg,boy,people,male_child.n.01,"{'man': 1.0, 'person': 1.0}",1.0,{'None': 1.0},713879.jpg,person,"[{'29': ['man', 'person', 'boy']}, {'2': ['cap']}]",man,"{'cap': 0.33, 'man': 1.0, 'person': 1.0, 'boy': 1.0, 'male': 'NA', 'human': 'NA'}","{'cap': {'bounding box': 1.0}, 'man': {'None': 1.0}, 'person': {'None': 1.0}, 'boy': {'None': 1.0}, 'male': 'NA', 'human': 'NA'}",31,0.8064516129032258,1.0801187379879036,5,people,train,"{'cap': {'cap': 1.0, 'man': 0.0, 'person': 0.0, 'boy': 0.0, 'male': 'NA', 'human': 'NA'}, 'man': {'cap': 0.0, 'man': 1.0, 'person': 1.0, 'boy': 1.0, 'male': 'NA', 'human': 'NA'}, 'person': {'cap': 0.0, 'man': 1.0, 'person': 1.0, 'boy': 1.0, 'male': 'NA', 'human': 'NA'}, 'boy': {'cap': 0.0, 'man': 1.0, 'person': 1.0, 'boy': 1.0, 'male': 'NA', 'human': 'NA'}, 'male': {'cap': 'NA', 'man': 'NA', 'person': 'NA', 'boy': 'NA', 'male': 'NA', 'human': 'NA'}, 'human': {'cap': 'NA', 'man': 'NA', 'person': 'NA', 'boy': 'NA', 'male': 'NA', 'human': 'NA'}}","[160, 197, 514, 788]","[63, 79, 231, 351]","{'male': 0.02857142857142857, 'human': 0.02857142857142857, 'cap': 0.05714285714285714, 't-shirt': 0.02857142857142857, 'person': 0.05714285714285714, 'student': 0.02857142857142857, 'the man is wearing a hat.': 0.0, 'man': 0.7142857142857143, 'boy': 0.05714285714285714, 'backpack': 0.0}","{'male': 0.0, 'human': 0.0, 'cap': 0.0, 't-shirt': 0.0, 'person': 0.0, 'student': 0.0, 'the man is wearing a hat.': 0.2, 'man': 0.0, 'boy': 0.0, 'backpack': 0.8}",-0.20182718700419394
