index,image_file,llava_output,shuffled_options,prompted_questions
46,data/images/quantifier/test_46.png,"[['H'], ['C'], ['I'], ['A: almost none'], ['A']]","[{'a': 'the smaller part', 'b': 'many', 'c': 'few', 'd': 'almost all', 'e': 'almost none', 'f': 'all', 'g': 'none', 'h': 'some', 'i': 'most'}, {'a': 'most', 'b': 'some', 'c': 'none', 'd': 'few', 'e': 'all', 'f': 'almost none', 'g': 'many', 'h': 'the smaller part', 'i': 'almost all'}, {'a': 'almost all', 'b': 'almost none', 'c': 'all', 'd': 'the smaller part', 'e': 'none', 'f': 'few', 'g': 'many', 'h': 'most', 'i': 'some'}, {'a': 'almost none', 'b': 'none', 'c': 'few', 'd': 'some', 'e': 'most', 'f': 'the smaller part', 'g': 'almost all', 'h': 'many', 'i': 'all'}, {'a': 'most', 'b': 'all', 'c': 'many', 'd': 'few', 'e': 'almost none', 'f': 'none', 'g': 'the smaller part', 'h': 'some', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: few\nD: almost all\nE: almost none\nF: all\nG: none\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: none\nD: few\nE: all\nF: almost none\nG: many\nH: the smaller part\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: all\nD: the smaller part\nE: none\nF: few\nG: many\nH: most\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: none\nC: few\nD: some\nE: most\nF: the smaller part\nG: almost all\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: many\nD: few\nE: almost none\nF: none\nG: the smaller part\nH: some\nI: almost all\nAnswer:']"
49,data/images/quantifier/test_49.png,"[['A: none'], ['D'], ['I: many'], ['B'], ['A: none']]","[{'a': 'none', 'b': 'some', 'c': 'the smaller part', 'd': 'almost none', 'e': 'few', 'f': 'almost all', 'g': 'most', 'h': 'many', 'i': 'all'}, {'a': 'some', 'b': 'almost all', 'c': 'few', 'd': 'none', 'e': 'all', 'f': 'most', 'g': 'the smaller part', 'h': 'many', 'i': 'almost none'}, {'a': 'all', 'b': 'most', 'c': 'some', 'd': 'the smaller part', 'e': 'none', 'f': 'almost all', 'g': 'almost none', 'h': 'few', 'i': 'many'}, {'a': 'many', 'b': 'some', 'c': 'few', 'd': 'almost all', 'e': 'the smaller part', 'f': 'most', 'g': 'almost none', 'h': 'none', 'i': 'all'}, {'a': 'none', 'b': 'many', 'c': 'most', 'd': 'all', 'e': 'some', 'f': 'almost all', 'g': 'few', 'h': 'almost none', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: the smaller part\nD: almost none\nE: few\nF: almost all\nG: most\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: few\nD: none\nE: all\nF: most\nG: the smaller part\nH: many\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: some\nD: the smaller part\nE: none\nF: almost all\nG: almost none\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: few\nD: almost all\nE: the smaller part\nF: most\nG: almost none\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: most\nD: all\nE: some\nF: almost all\nG: few\nH: almost none\nI: the smaller part\nAnswer:']"
52,data/images/quantifier/test_52.png,"[['E'], ['B'], ['A: almost none'], ['B'], ['A: none']]","[{'a': 'most', 'b': 'many', 'c': 'almost all', 'd': 'some', 'e': 'none', 'f': 'few', 'g': 'all', 'h': 'the smaller part', 'i': 'almost none'}, {'a': 'some', 'b': 'none', 'c': 'most', 'd': 'the smaller part', 'e': 'almost all', 'f': 'almost none', 'g': 'many', 'h': 'few', 'i': 'all'}, {'a': 'almost none', 'b': 'all', 'c': 'the smaller part', 'd': 'almost all', 'e': 'most', 'f': 'none', 'g': 'some', 'h': 'many', 'i': 'few'}, {'a': 'most', 'b': 'some', 'c': 'the smaller part', 'd': 'none', 'e': 'few', 'f': 'many', 'g': 'almost none', 'h': 'all', 'i': 'almost all'}, {'a': 'none', 'b': 'almost all', 'c': 'all', 'd': 'many', 'e': 'most', 'f': 'the smaller part', 'g': 'almost none', 'h': 'few', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: almost all\nD: some\nE: none\nF: few\nG: all\nH: the smaller part\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: most\nD: the smaller part\nE: almost all\nF: almost none\nG: many\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: the smaller part\nD: almost all\nE: most\nF: none\nG: some\nH: many\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: the smaller part\nD: none\nE: few\nF: many\nG: almost none\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: all\nD: many\nE: most\nF: the smaller part\nG: almost none\nH: few\nI: some\nAnswer:']"
56,data/images/quantifier/test_56.png,"[['C'], ['C'], ['C'], ['G: none'], ['B']]","[{'a': 'some', 'b': 'few', 'c': 'none', 'd': 'all', 'e': 'almost none', 'f': 'most', 'g': 'many', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'all', 'c': 'none', 'd': 'most', 'e': 'many', 'f': 'almost all', 'g': 'few', 'h': 'the smaller part', 'i': 'some'}, {'a': 'the smaller part', 'b': 'some', 'c': 'none', 'd': 'almost all', 'e': 'few', 'f': 'most', 'g': 'almost none', 'h': 'many', 'i': 'all'}, {'a': 'many', 'b': 'few', 'c': 'all', 'd': 'the smaller part', 'e': 'almost all', 'f': 'almost none', 'g': 'none', 'h': 'some', 'i': 'most'}, {'a': 'few', 'b': 'the smaller part', 'c': 'many', 'd': 'some', 'e': 'most', 'f': 'none', 'g': 'all', 'h': 'almost all', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: none\nD: all\nE: almost none\nF: most\nG: many\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: none\nD: most\nE: many\nF: almost all\nG: few\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: none\nD: almost all\nE: few\nF: most\nG: almost none\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: all\nD: the smaller part\nE: almost all\nF: almost none\nG: none\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: many\nD: some\nE: most\nF: none\nG: all\nH: almost all\nI: almost none\nAnswer:']"
60,data/images/quantifier/test_60.png,"[['A: none'], ['F'], ['B: none'], ['A: none'], ['B']]","[{'a': 'none', 'b': 'many', 'c': 'all', 'd': 'few', 'e': 'most', 'f': 'the smaller part', 'g': 'almost none', 'h': 'almost all', 'i': 'some'}, {'a': 'many', 'b': 'some', 'c': 'the smaller part', 'd': 'almost all', 'e': 'almost none', 'f': 'none', 'g': 'few', 'h': 'most', 'i': 'all'}, {'a': 'many', 'b': 'none', 'c': 'the smaller part', 'd': 'few', 'e': 'almost none', 'f': 'most', 'g': 'almost all', 'h': 'some', 'i': 'all'}, {'a': 'none', 'b': 'some', 'c': 'almost none', 'd': 'all', 'e': 'most', 'f': 'the smaller part', 'g': 'few', 'h': 'many', 'i': 'almost all'}, {'a': 'most', 'b': 'some', 'c': 'many', 'd': 'the smaller part', 'e': 'almost all', 'f': 'none', 'g': 'few', 'h': 'almost none', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: all\nD: few\nE: most\nF: the smaller part\nG: almost none\nH: almost all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: the smaller part\nD: almost all\nE: almost none\nF: none\nG: few\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: the smaller part\nD: few\nE: almost none\nF: most\nG: almost all\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: almost none\nD: all\nE: most\nF: the smaller part\nG: few\nH: many\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: many\nD: the smaller part\nE: almost all\nF: none\nG: few\nH: almost none\nI: all\nAnswer:']"
63,data/images/quantifier/test_63.png,"[['E'], ['F'], ['B'], ['B'], ['F']]","[{'a': 'the smaller part', 'b': 'few', 'c': 'some', 'd': 'many', 'e': 'none', 'f': 'most', 'g': 'almost none', 'h': 'all', 'i': 'almost all'}, {'a': 'few', 'b': 'almost none', 'c': 'the smaller part', 'd': 'some', 'e': 'many', 'f': 'none', 'g': 'almost all', 'h': 'most', 'i': 'all'}, {'a': 'almost all', 'b': 'most', 'c': 'the smaller part', 'd': 'many', 'e': 'some', 'f': 'few', 'g': 'almost none', 'h': 'none', 'i': 'all'}, {'a': 'many', 'b': 'none', 'c': 'all', 'd': 'the smaller part', 'e': 'almost none', 'f': 'few', 'g': 'some', 'h': 'almost all', 'i': 'most'}, {'a': 'almost all', 'b': 'most', 'c': 'many', 'd': 'few', 'e': 'the smaller part', 'f': 'none', 'g': 'some', 'h': 'almost none', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: some\nD: many\nE: none\nF: most\nG: almost none\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: the smaller part\nD: some\nE: many\nF: none\nG: almost all\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: the smaller part\nD: many\nE: some\nF: few\nG: almost none\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: all\nD: the smaller part\nE: almost none\nF: few\nG: some\nH: almost all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: many\nD: few\nE: the smaller part\nF: none\nG: some\nH: almost none\nI: all\nAnswer:']"
66,data/images/quantifier/test_66.png,"[['B'], ['D'], ['E'], ['I'], ['H']]","[{'a': 'most', 'b': 'almost none', 'c': 'the smaller part', 'd': 'many', 'e': 'all', 'f': 'none', 'g': 'almost all', 'h': 'few', 'i': 'some'}, {'a': 'almost all', 'b': 'all', 'c': 'many', 'd': 'some', 'e': 'most', 'f': 'none', 'g': 'few', 'h': 'almost none', 'i': 'the smaller part'}, {'a': 'most', 'b': 'the smaller part', 'c': 'almost all', 'd': 'few', 'e': 'none', 'f': 'all', 'g': 'almost none', 'h': 'many', 'i': 'some'}, {'a': 'none', 'b': 'almost all', 'c': 'most', 'd': 'all', 'e': 'the smaller part', 'f': 'almost none', 'g': 'many', 'h': 'some', 'i': 'few'}, {'a': 'few', 'b': 'many', 'c': 'almost all', 'd': 'all', 'e': 'the smaller part', 'f': 'almost none', 'g': 'some', 'h': 'none', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: the smaller part\nD: many\nE: all\nF: none\nG: almost all\nH: few\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: many\nD: some\nE: most\nF: none\nG: few\nH: almost none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: almost all\nD: few\nE: none\nF: all\nG: almost none\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: most\nD: all\nE: the smaller part\nF: almost none\nG: many\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: almost all\nD: all\nE: the smaller part\nF: almost none\nG: some\nH: none\nI: most\nAnswer:']"
69,data/images/quantifier/test_69.png,"[['A: none'], ['D'], ['D'], ['A'], ['D']]","[{'a': 'none', 'b': 'few', 'c': 'some', 'd': 'all', 'e': 'almost all', 'f': 'almost none', 'g': 'most', 'h': 'the smaller part', 'i': 'many'}, {'a': 'most', 'b': 'few', 'c': 'some', 'd': 'none', 'e': 'all', 'f': 'almost all', 'g': 'almost none', 'h': 'the smaller part', 'i': 'many'}, {'a': 'some', 'b': 'almost all', 'c': 'few', 'd': 'almost none', 'e': 'none', 'f': 'most', 'g': 'the smaller part', 'h': 'many', 'i': 'all'}, {'a': 'almost none', 'b': 'almost all', 'c': 'none', 'd': 'all', 'e': 'the smaller part', 'f': 'some', 'g': 'many', 'h': 'most', 'i': 'few'}, {'a': 'almost none', 'b': 'many', 'c': 'all', 'd': 'none', 'e': 'few', 'f': 'almost all', 'g': 'some', 'h': 'most', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: some\nD: all\nE: almost all\nF: almost none\nG: most\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: some\nD: none\nE: all\nF: almost all\nG: almost none\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: few\nD: almost none\nE: none\nF: most\nG: the smaller part\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: none\nD: all\nE: the smaller part\nF: some\nG: many\nH: most\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: all\nD: none\nE: few\nF: almost all\nG: some\nH: most\nI: the smaller part\nAnswer:']"
76,data/images/quantifier/test_76.png,"[['B'], ['I: None'], ['D'], ['B'], ['I']]","[{'a': 'most', 'b': 'almost none', 'c': 'none', 'd': 'many', 'e': 'few', 'f': 'the smaller part', 'g': 'all', 'h': 'almost all', 'i': 'some'}, {'a': 'few', 'b': 'all', 'c': 'almost none', 'd': 'most', 'e': 'almost all', 'f': 'the smaller part', 'g': 'some', 'h': 'many', 'i': 'none'}, {'a': 'some', 'b': 'most', 'c': 'few', 'd': 'almost all', 'e': 'many', 'f': 'almost none', 'g': 'none', 'h': 'the smaller part', 'i': 'all'}, {'a': 'few', 'b': 'almost none', 'c': 'all', 'd': 'the smaller part', 'e': 'almost all', 'f': 'some', 'g': 'none', 'h': 'many', 'i': 'most'}, {'a': 'some', 'b': 'most', 'c': 'all', 'd': 'many', 'e': 'almost none', 'f': 'none', 'g': 'almost all', 'h': 'few', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: none\nD: many\nE: few\nF: the smaller part\nG: all\nH: almost all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: almost none\nD: most\nE: almost all\nF: the smaller part\nG: some\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: few\nD: almost all\nE: many\nF: almost none\nG: none\nH: the smaller part\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: all\nD: the smaller part\nE: almost all\nF: some\nG: none\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: all\nD: many\nE: almost none\nF: none\nG: almost all\nH: few\nI: the smaller part\nAnswer:']"
84,data/images/quantifier/test_84.png,"[['A'], ['D'], ['F'], ['A'], ['I: many']]","[{'a': 'none', 'b': 'many', 'c': 'few', 'd': 'almost all', 'e': 'almost none', 'f': 'most', 'g': 'some', 'h': 'all', 'i': 'the smaller part'}, {'a': 'some', 'b': 'almost all', 'c': 'few', 'd': 'the smaller part', 'e': 'many', 'f': 'most', 'g': 'almost none', 'h': 'none', 'i': 'all'}, {'a': 'almost all', 'b': 'most', 'c': 'almost none', 'd': 'the smaller part', 'e': 'some', 'f': 'none', 'g': 'all', 'h': 'few', 'i': 'many'}, {'a': 'almost none', 'b': 'the smaller part', 'c': 'almost all', 'd': 'some', 'e': 'few', 'f': 'none', 'g': 'most', 'h': 'many', 'i': 'all'}, {'a': 'all', 'b': 'the smaller part', 'c': 'most', 'd': 'some', 'e': 'almost none', 'f': 'almost all', 'g': 'few', 'h': 'none', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: few\nD: almost all\nE: almost none\nF: most\nG: some\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: few\nD: the smaller part\nE: many\nF: most\nG: almost none\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: almost none\nD: the smaller part\nE: some\nF: none\nG: all\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: almost all\nD: some\nE: few\nF: none\nG: most\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: the smaller part\nC: most\nD: some\nE: almost none\nF: almost all\nG: few\nH: none\nI: many\nAnswer:']"
86,data/images/quantifier/test_86.png,"[['I: almost none'], ['A: none'], ['B'], ['D'], ['B']]","[{'a': 'few', 'b': 'most', 'c': 'almost all', 'd': 'some', 'e': 'the smaller part', 'f': 'all', 'g': 'none', 'h': 'many', 'i': 'almost none'}, {'a': 'none', 'b': 'most', 'c': 'many', 'd': 'few', 'e': 'the smaller part', 'f': 'all', 'g': 'almost all', 'h': 'some', 'i': 'almost none'}, {'a': 'many', 'b': 'almost none', 'c': 'the smaller part', 'd': 'none', 'e': 'some', 'f': 'most', 'g': 'few', 'h': 'all', 'i': 'almost all'}, {'a': 'most', 'b': 'many', 'c': 'almost all', 'd': 'all', 'e': 'none', 'f': 'some', 'g': 'almost none', 'h': 'few', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'none', 'c': 'many', 'd': 'most', 'e': 'some', 'f': 'all', 'g': 'few', 'h': 'almost none', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: almost all\nD: some\nE: the smaller part\nF: all\nG: none\nH: many\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: most\nC: many\nD: few\nE: the smaller part\nF: all\nG: almost all\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: the smaller part\nD: none\nE: some\nF: most\nG: few\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: almost all\nD: all\nE: none\nF: some\nG: almost none\nH: few\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: many\nD: most\nE: some\nF: all\nG: few\nH: almost none\nI: the smaller part\nAnswer:']"
93,data/images/quantifier/test_93.png,"[['C'], ['D'], ['D'], ['D'], ['D']]","[{'a': 'all', 'b': 'few', 'c': 'none', 'd': 'most', 'e': 'almost none', 'f': 'many', 'g': 'the smaller part', 'h': 'almost all', 'i': 'some'}, {'a': 'most', 'b': 'few', 'c': 'almost all', 'd': 'none', 'e': 'many', 'f': 'almost none', 'g': 'the smaller part', 'h': 'all', 'i': 'some'}, {'a': 'all', 'b': 'some', 'c': 'few', 'd': 'none', 'e': 'almost none', 'f': 'almost all', 'g': 'the smaller part', 'h': 'most', 'i': 'many'}, {'a': 'the smaller part', 'b': 'some', 'c': 'many', 'd': 'almost none', 'e': 'most', 'f': 'almost all', 'g': 'all', 'h': 'none', 'i': 'few'}, {'a': 'the smaller part', 'b': 'all', 'c': 'few', 'd': 'none', 'e': 'most', 'f': 'many', 'g': 'some', 'h': 'almost none', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: none\nD: most\nE: almost none\nF: many\nG: the smaller part\nH: almost all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: almost all\nD: none\nE: many\nF: almost none\nG: the smaller part\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: few\nD: none\nE: almost none\nF: almost all\nG: the smaller part\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: many\nD: almost none\nE: most\nF: almost all\nG: all\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: few\nD: none\nE: most\nF: many\nG: some\nH: almost none\nI: almost all\nAnswer:']"
95,data/images/quantifier/test_95.png,"[['A'], ['B'], ['F'], ['A: none'], ['A: almost none']]","[{'a': 'some', 'b': 'almost none', 'c': 'almost all', 'd': 'none', 'e': 'the smaller part', 'f': 'all', 'g': 'few', 'h': 'most', 'i': 'many'}, {'a': 'almost all', 'b': 'almost none', 'c': 'some', 'd': 'all', 'e': 'few', 'f': 'the smaller part', 'g': 'most', 'h': 'none', 'i': 'many'}, {'a': 'almost all', 'b': 'few', 'c': 'the smaller part', 'd': 'most', 'e': 'many', 'f': 'none', 'g': 'all', 'h': 'some', 'i': 'almost none'}, {'a': 'none', 'b': 'few', 'c': 'the smaller part', 'd': 'many', 'e': 'most', 'f': 'all', 'g': 'almost none', 'h': 'some', 'i': 'almost all'}, {'a': 'almost none', 'b': 'almost all', 'c': 'few', 'd': 'all', 'e': 'many', 'f': 'some', 'g': 'most', 'h': 'the smaller part', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: almost all\nD: none\nE: the smaller part\nF: all\nG: few\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: some\nD: all\nE: few\nF: the smaller part\nG: most\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: the smaller part\nD: most\nE: many\nF: none\nG: all\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: the smaller part\nD: many\nE: most\nF: all\nG: almost none\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: few\nD: all\nE: many\nF: some\nG: most\nH: the smaller part\nI: none\nAnswer:']"
111,data/images/quantifier/test_111.png,"[['I'], ['A: almost none'], ['D'], ['D'], ['B']]","[{'a': 'all', 'b': 'many', 'c': 'almost all', 'd': 'few', 'e': 'the smaller part', 'f': 'most', 'g': 'some', 'h': 'almost none', 'i': 'none'}, {'a': 'almost none', 'b': 'some', 'c': 'none', 'd': 'the smaller part', 'e': 'most', 'f': 'almost all', 'g': 'many', 'h': 'few', 'i': 'all'}, {'a': 'many', 'b': 'all', 'c': 'few', 'd': 'the smaller part', 'e': 'almost none', 'f': 'some', 'g': 'none', 'h': 'most', 'i': 'almost all'}, {'a': 'some', 'b': 'many', 'c': 'most', 'd': 'none', 'e': 'almost all', 'f': 'few', 'g': 'the smaller part', 'h': 'almost none', 'i': 'all'}, {'a': 'most', 'b': 'almost none', 'c': 'the smaller part', 'd': 'some', 'e': 'almost all', 'f': 'few', 'g': 'none', 'h': 'many', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: almost all\nD: few\nE: the smaller part\nF: most\nG: some\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: none\nD: the smaller part\nE: most\nF: almost all\nG: many\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: all\nC: few\nD: the smaller part\nE: almost none\nF: some\nG: none\nH: most\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: most\nD: none\nE: almost all\nF: few\nG: the smaller part\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: the smaller part\nD: some\nE: almost all\nF: few\nG: none\nH: many\nI: all\nAnswer:']"
