index,image,llava_output,shuffled_options,prompted_questions
1702,data/images/quantifier/test_1702.png,"[['D'], ['B'], ['C'], ['C'], ['B']]","[{'a': 'almost none', 'b': 'all', 'c': 'many', 'd': 'almost all', 'e': 'none', 'f': 'some', 'g': 'the smaller part', 'h': 'few', 'i': 'most'}, {'a': 'some', 'b': 'almost none', 'c': 'most', 'd': 'all', 'e': 'the smaller part', 'f': 'none', 'g': 'many', 'h': 'few', 'i': 'almost all'}, {'a': 'none', 'b': 'some', 'c': 'almost all', 'd': 'most', 'e': 'many', 'f': 'the smaller part', 'g': 'few', 'h': 'almost none', 'i': 'all'}, {'a': 'some', 'b': 'none', 'c': 'many', 'd': 'almost none', 'e': 'few', 'f': 'the smaller part', 'g': 'almost all', 'h': 'most', 'i': 'all'}, {'a': 'some', 'b': 'few', 'c': 'most', 'd': 'the smaller part', 'e': 'almost all', 'f': 'many', 'g': 'almost none', 'h': 'none', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: many\nD: almost all\nE: none\nF: some\nG: the smaller part\nH: few\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: most\nD: all\nE: the smaller part\nF: none\nG: many\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: almost all\nD: most\nE: many\nF: the smaller part\nG: few\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: many\nD: almost none\nE: few\nF: the smaller part\nG: almost all\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: most\nD: the smaller part\nE: almost all\nF: many\nG: almost none\nH: none\nI: all\nAnswer:']"
1735,data/images/quantifier/test_1735.png,"[['H'], ['B'], ['A'], ['D'], ['A']]","[{'a': 'almost all', 'b': 'none', 'c': 'all', 'd': 'almost none', 'e': 'most', 'f': 'many', 'g': 'few', 'h': 'some', 'i': 'the smaller part'}, {'a': 'many', 'b': 'few', 'c': 'most', 'd': 'none', 'e': 'almost none', 'f': 'all', 'g': 'the smaller part', 'h': 'almost all', 'i': 'some'}, {'a': 'the smaller part', 'b': 'almost none', 'c': 'all', 'd': 'many', 'e': 'some', 'f': 'none', 'g': 'few', 'h': 'most', 'i': 'almost all'}, {'a': 'few', 'b': 'some', 'c': 'almost all', 'd': 'most', 'e': 'all', 'f': 'the smaller part', 'g': 'almost none', 'h': 'none', 'i': 'many'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'none', 'd': 'almost none', 'e': 'some', 'f': 'many', 'g': 'few', 'h': 'all', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: all\nD: almost none\nE: most\nF: many\nG: few\nH: some\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: most\nD: none\nE: almost none\nF: all\nG: the smaller part\nH: almost all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: all\nD: many\nE: some\nF: none\nG: few\nH: most\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: almost all\nD: most\nE: all\nF: the smaller part\nG: almost none\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: none\nD: almost none\nE: some\nF: many\nG: few\nH: all\nI: most\nAnswer:']"
1160,data/images/quantifier/test_1160.png,"[['A'], ['I: almost all'], ['B'], ['D'], ['A']]","[{'a': 'most', 'b': 'the smaller part', 'c': 'few', 'd': 'none', 'e': 'some', 'f': 'almost all', 'g': 'many', 'h': 'all', 'i': 'almost none'}, {'a': 'the smaller part', 'b': 'few', 'c': 'most', 'd': 'none', 'e': 'almost none', 'f': 'many', 'g': 'all', 'h': 'some', 'i': 'almost all'}, {'a': 'all', 'b': 'almost all', 'c': 'few', 'd': 'the smaller part', 'e': 'many', 'f': 'almost none', 'g': 'none', 'h': 'some', 'i': 'most'}, {'a': 'few', 'b': 'most', 'c': 'the smaller part', 'd': 'many', 'e': 'none', 'f': 'all', 'g': 'almost all', 'h': 'some', 'i': 'almost none'}, {'a': 'few', 'b': 'the smaller part', 'c': 'some', 'd': 'almost none', 'e': 'none', 'f': 'all', 'g': 'almost all', 'h': 'many', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: few\nD: none\nE: some\nF: almost all\nG: many\nH: all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: most\nD: none\nE: almost none\nF: many\nG: all\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: few\nD: the smaller part\nE: many\nF: almost none\nG: none\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: the smaller part\nD: many\nE: none\nF: all\nG: almost all\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: some\nD: almost none\nE: none\nF: all\nG: almost all\nH: many\nI: most\nAnswer:']"
1014,data/images/quantifier/test_1014.png,"[['B'], ['B'], ['A'], ['A'], ['B']]","[{'a': 'almost all', 'b': 'many', 'c': 'almost none', 'd': 'all', 'e': 'the smaller part', 'f': 'most', 'g': 'some', 'h': 'few', 'i': 'none'}, {'a': 'none', 'b': 'some', 'c': 'few', 'd': 'most', 'e': 'many', 'f': 'the smaller part', 'g': 'almost none', 'h': 'almost all', 'i': 'all'}, {'a': 'none', 'b': 'most', 'c': 'few', 'd': 'some', 'e': 'almost none', 'f': 'almost all', 'g': 'the smaller part', 'h': 'all', 'i': 'many'}, {'a': 'almost all', 'b': 'most', 'c': 'some', 'd': 'almost none', 'e': 'the smaller part', 'f': 'none', 'g': 'many', 'h': 'few', 'i': 'all'}, {'a': 'none', 'b': 'the smaller part', 'c': 'most', 'd': 'few', 'e': 'some', 'f': 'almost all', 'g': 'all', 'h': 'many', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: almost none\nD: all\nE: the smaller part\nF: most\nG: some\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: few\nD: most\nE: many\nF: the smaller part\nG: almost none\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: most\nC: few\nD: some\nE: almost none\nF: almost all\nG: the smaller part\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: some\nD: almost none\nE: the smaller part\nF: none\nG: many\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: most\nD: few\nE: some\nF: almost all\nG: all\nH: many\nI: almost none\nAnswer:']"
1109,data/images/quantifier/test_1109.png,"[['B'], ['D'], ['A'], ['B'], ['A']]","[{'a': 'almost none', 'b': 'some', 'c': 'all', 'd': 'none', 'e': 'almost all', 'f': 'few', 'g': 'many', 'h': 'most', 'i': 'the smaller part'}, {'a': 'most', 'b': 'the smaller part', 'c': 'almost all', 'd': 'all', 'e': 'almost none', 'f': 'many', 'g': 'few', 'h': 'none', 'i': 'some'}, {'a': 'almost all', 'b': 'none', 'c': 'some', 'd': 'almost none', 'e': 'most', 'f': 'the smaller part', 'g': 'many', 'h': 'all', 'i': 'few'}, {'a': 'all', 'b': 'most', 'c': 'many', 'd': 'almost none', 'e': 'none', 'f': 'the smaller part', 'g': 'almost all', 'h': 'few', 'i': 'some'}, {'a': 'many', 'b': 'the smaller part', 'c': 'some', 'd': 'all', 'e': 'almost all', 'f': 'none', 'g': 'few', 'h': 'almost none', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: all\nD: none\nE: almost all\nF: few\nG: many\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: almost all\nD: all\nE: almost none\nF: many\nG: few\nH: none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: some\nD: almost none\nE: most\nF: the smaller part\nG: many\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: many\nD: almost none\nE: none\nF: the smaller part\nG: almost all\nH: few\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: some\nD: all\nE: almost all\nF: none\nG: few\nH: almost none\nI: most\nAnswer:']"
1019,data/images/quantifier/test_1019.png,"[['D'], ['B'], ['A: none'], ['D'], ['B']]","[{'a': 'the smaller part', 'b': 'none', 'c': 'almost none', 'd': 'many', 'e': 'almost all', 'f': 'all', 'g': 'most', 'h': 'some', 'i': 'few'}, {'a': 'none', 'b': 'most', 'c': 'few', 'd': 'many', 'e': 'almost none', 'f': 'almost all', 'g': 'all', 'h': 'some', 'i': 'the smaller part'}, {'a': 'none', 'b': 'some', 'c': 'all', 'd': 'almost none', 'e': 'almost all', 'f': 'most', 'g': 'the smaller part', 'h': 'many', 'i': 'few'}, {'a': 'many', 'b': 'most', 'c': 'the smaller part', 'd': 'almost none', 'e': 'almost all', 'f': 'all', 'g': 'some', 'h': 'none', 'i': 'few'}, {'a': 'none', 'b': 'many', 'c': 'all', 'd': 'most', 'e': 'few', 'f': 'almost none', 'g': 'almost all', 'h': 'some', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: almost none\nD: many\nE: almost all\nF: all\nG: most\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: most\nC: few\nD: many\nE: almost none\nF: almost all\nG: all\nH: some\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: all\nD: almost none\nE: almost all\nF: most\nG: the smaller part\nH: many\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: the smaller part\nD: almost none\nE: almost all\nF: all\nG: some\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: all\nD: most\nE: few\nF: almost none\nG: almost all\nH: some\nI: the smaller part\nAnswer:']"
1122,data/images/quantifier/test_1122.png,"[['B'], ['B'], ['B'], ['B'], ['B']]","[{'a': 'none', 'b': 'the smaller part', 'c': 'many', 'd': 'few', 'e': 'all', 'f': 'most', 'g': 'almost all', 'h': 'almost none', 'i': 'some'}, {'a': 'almost none', 'b': 'many', 'c': 'none', 'd': 'most', 'e': 'all', 'f': 'few', 'g': 'almost all', 'h': 'some', 'i': 'the smaller part'}, {'a': 'most', 'b': 'many', 'c': 'all', 'd': 'none', 'e': 'few', 'f': 'almost all', 'g': 'almost none', 'h': 'some', 'i': 'the smaller part'}, {'a': 'the smaller part', 'b': 'most', 'c': 'many', 'd': 'some', 'e': 'almost none', 'f': 'none', 'g': 'few', 'h': 'all', 'i': 'almost all'}, {'a': 'some', 'b': 'the smaller part', 'c': 'almost none', 'd': 'none', 'e': 'many', 'f': 'almost all', 'g': 'all', 'h': 'most', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: many\nD: few\nE: all\nF: most\nG: almost all\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: none\nD: most\nE: all\nF: few\nG: almost all\nH: some\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: all\nD: none\nE: few\nF: almost all\nG: almost none\nH: some\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: most\nC: many\nD: some\nE: almost none\nF: none\nG: few\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: the smaller part\nC: almost none\nD: none\nE: many\nF: almost all\nG: all\nH: most\nI: few\nAnswer:']"
1166,data/images/quantifier/test_1166.png,"[['A'], ['D'], ['C'], ['A'], ['D']]","[{'a': 'the smaller part', 'b': 'almost all', 'c': 'all', 'd': 'most', 'e': 'almost none', 'f': 'some', 'g': 'many', 'h': 'none', 'i': 'few'}, {'a': 'many', 'b': 'almost all', 'c': 'the smaller part', 'd': 'none', 'e': 'some', 'f': 'almost none', 'g': 'most', 'h': 'few', 'i': 'all'}, {'a': 'many', 'b': 'most', 'c': 'the smaller part', 'd': 'few', 'e': 'almost none', 'f': 'some', 'g': 'none', 'h': 'almost all', 'i': 'all'}, {'a': 'none', 'b': 'few', 'c': 'some', 'd': 'almost none', 'e': 'many', 'f': 'the smaller part', 'g': 'almost all', 'h': 'most', 'i': 'all'}, {'a': 'the smaller part', 'b': 'all', 'c': 'almost all', 'd': 'most', 'e': 'some', 'f': 'few', 'g': 'none', 'h': 'almost none', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: all\nD: most\nE: almost none\nF: some\nG: many\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: the smaller part\nD: none\nE: some\nF: almost none\nG: most\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: the smaller part\nD: few\nE: almost none\nF: some\nG: none\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: some\nD: almost none\nE: many\nF: the smaller part\nG: almost all\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: almost all\nD: most\nE: some\nF: few\nG: none\nH: almost none\nI: many\nAnswer:']"
938,data/images/quantifier/test_938.png,"[['A'], ['B'], ['B'], ['A'], ['B']]","[{'a': 'the smaller part', 'b': 'most', 'c': 'many', 'd': 'almost all', 'e': 'all', 'f': 'few', 'g': 'none', 'h': 'some', 'i': 'almost none'}, {'a': 'most', 'b': 'the smaller part', 'c': 'none', 'd': 'few', 'e': 'some', 'f': 'all', 'g': 'almost all', 'h': 'many', 'i': 'almost none'}, {'a': 'some', 'b': 'many', 'c': 'the smaller part', 'd': 'almost all', 'e': 'most', 'f': 'all', 'g': 'none', 'h': 'almost none', 'i': 'few'}, {'a': 'almost all', 'b': 'most', 'c': 'many', 'd': 'almost none', 'e': 'all', 'f': 'some', 'g': 'none', 'h': 'the smaller part', 'i': 'few'}, {'a': 'some', 'b': 'almost all', 'c': 'many', 'd': 'almost none', 'e': 'the smaller part', 'f': 'none', 'g': 'few', 'h': 'all', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: most\nC: many\nD: almost all\nE: all\nF: few\nG: none\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: none\nD: few\nE: some\nF: all\nG: almost all\nH: many\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: the smaller part\nD: almost all\nE: most\nF: all\nG: none\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: many\nD: almost none\nE: all\nF: some\nG: none\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: many\nD: almost none\nE: the smaller part\nF: none\nG: few\nH: all\nI: most\nAnswer:']"
870,data/images/quantifier/test_870.png,"[['B'], ['I'], ['B'], ['A: almost none'], ['I']]","[{'a': 'some', 'b': 'few', 'c': 'many', 'd': 'almost none', 'e': 'almost all', 'f': 'all', 'g': 'most', 'h': 'none', 'i': 'the smaller part'}, {'a': 'the smaller part', 'b': 'almost none', 'c': 'none', 'd': 'some', 'e': 'many', 'f': 'all', 'g': 'most', 'h': 'almost all', 'i': 'few'}, {'a': 'most', 'b': 'the smaller part', 'c': 'few', 'd': 'all', 'e': 'almost all', 'f': 'some', 'g': 'almost none', 'h': 'many', 'i': 'none'}, {'a': 'almost none', 'b': 'most', 'c': 'many', 'd': 'some', 'e': 'few', 'f': 'almost all', 'g': 'the smaller part', 'h': 'none', 'i': 'all'}, {'a': 'the smaller part', 'b': 'almost none', 'c': 'most', 'd': 'few', 'e': 'none', 'f': 'all', 'g': 'many', 'h': 'almost all', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: many\nD: almost none\nE: almost all\nF: all\nG: most\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: none\nD: some\nE: many\nF: all\nG: most\nH: almost all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: few\nD: all\nE: almost all\nF: some\nG: almost none\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: many\nD: some\nE: few\nF: almost all\nG: the smaller part\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: most\nD: few\nE: none\nF: all\nG: many\nH: almost all\nI: some\nAnswer:']"
863,data/images/quantifier/test_863.png,"[['C'], ['B'], ['D'], ['B'], ['B']]","[{'a': 'most', 'b': 'none', 'c': 'some', 'd': 'many', 'e': 'few', 'f': 'almost all', 'g': 'almost none', 'h': 'all', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'some', 'c': 'almost all', 'd': 'all', 'e': 'most', 'f': 'the smaller part', 'g': 'many', 'h': 'few', 'i': 'none'}, {'a': 'the smaller part', 'b': 'many', 'c': 'some', 'd': 'almost none', 'e': 'none', 'f': 'all', 'g': 'most', 'h': 'almost all', 'i': 'few'}, {'a': 'almost none', 'b': 'some', 'c': 'all', 'd': 'many', 'e': 'few', 'f': 'almost all', 'g': 'none', 'h': 'most', 'i': 'the smaller part'}, {'a': 'most', 'b': 'some', 'c': 'almost none', 'd': 'all', 'e': 'none', 'f': 'many', 'g': 'few', 'h': 'the smaller part', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: some\nD: many\nE: few\nF: almost all\nG: almost none\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: almost all\nD: all\nE: most\nF: the smaller part\nG: many\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: some\nD: almost none\nE: none\nF: all\nG: most\nH: almost all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: all\nD: many\nE: few\nF: almost all\nG: none\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: almost none\nD: all\nE: none\nF: many\nG: few\nH: the smaller part\nI: almost all\nAnswer:']"
934,data/images/quantifier/test_934.png,"[['B'], ['C'], ['D'], ['B'], ['B']]","[{'a': 'none', 'b': 'almost all', 'c': 'few', 'd': 'almost none', 'e': 'most', 'f': 'the smaller part', 'g': 'all', 'h': 'many', 'i': 'some'}, {'a': 'all', 'b': 'many', 'c': 'almost all', 'd': 'the smaller part', 'e': 'none', 'f': 'few', 'g': 'some', 'h': 'almost none', 'i': 'most'}, {'a': 'almost all', 'b': 'some', 'c': 'all', 'd': 'none', 'e': 'the smaller part', 'f': 'few', 'g': 'most', 'h': 'almost none', 'i': 'many'}, {'a': 'most', 'b': 'all', 'c': 'almost none', 'd': 'none', 'e': 'few', 'f': 'some', 'g': 'the smaller part', 'h': 'almost all', 'i': 'many'}, {'a': 'none', 'b': 'few', 'c': 'the smaller part', 'd': 'all', 'e': 'almost all', 'f': 'some', 'g': 'most', 'h': 'almost none', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: few\nD: almost none\nE: most\nF: the smaller part\nG: all\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: almost all\nD: the smaller part\nE: none\nF: few\nG: some\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: all\nD: none\nE: the smaller part\nF: few\nG: most\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: almost none\nD: none\nE: few\nF: some\nG: the smaller part\nH: almost all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: the smaller part\nD: all\nE: almost all\nF: some\nG: most\nH: almost none\nI: many\nAnswer:']"
866,data/images/quantifier/test_866.png,"[['D'], ['B'], ['B'], ['B'], ['B']]","[{'a': 'almost all', 'b': 'few', 'c': 'some', 'd': 'many', 'e': 'most', 'f': 'the smaller part', 'g': 'none', 'h': 'almost none', 'i': 'all'}, {'a': 'all', 'b': 'some', 'c': 'almost none', 'd': 'most', 'e': 'almost all', 'f': 'few', 'g': 'the smaller part', 'h': 'none', 'i': 'many'}, {'a': 'almost none', 'b': 'the smaller part', 'c': 'most', 'd': 'all', 'e': 'almost all', 'f': 'some', 'g': 'few', 'h': 'none', 'i': 'many'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'none', 'd': 'some', 'e': 'many', 'f': 'most', 'g': 'all', 'h': 'almost none', 'i': 'few'}, {'a': 'almost none', 'b': 'some', 'c': 'the smaller part', 'd': 'all', 'e': 'none', 'f': 'almost all', 'g': 'few', 'h': 'most', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: some\nD: many\nE: most\nF: the smaller part\nG: none\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: almost none\nD: most\nE: almost all\nF: few\nG: the smaller part\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: most\nD: all\nE: almost all\nF: some\nG: few\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: none\nD: some\nE: many\nF: most\nG: all\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: the smaller part\nD: all\nE: none\nF: almost all\nG: few\nH: most\nI: many\nAnswer:']"
932,data/images/quantifier/test_932.png,"[['B: almost none'], ['A'], ['D'], ['D'], ['A']]","[{'a': 'all', 'b': 'almost none', 'c': 'most', 'd': 'the smaller part', 'e': 'few', 'f': 'none', 'g': 'some', 'h': 'many', 'i': 'almost all'}, {'a': 'all', 'b': 'most', 'c': 'almost none', 'd': 'none', 'e': 'some', 'f': 'the smaller part', 'g': 'almost all', 'h': 'few', 'i': 'many'}, {'a': 'some', 'b': 'most', 'c': 'many', 'd': 'the smaller part', 'e': 'almost none', 'f': 'none', 'g': 'almost all', 'h': 'few', 'i': 'all'}, {'a': 'most', 'b': 'few', 'c': 'the smaller part', 'd': 'almost all', 'e': 'many', 'f': 'some', 'g': 'almost none', 'h': 'none', 'i': 'all'}, {'a': 'most', 'b': 'few', 'c': 'none', 'd': 'almost all', 'e': 'the smaller part', 'f': 'many', 'g': 'all', 'h': 'some', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: most\nD: the smaller part\nE: few\nF: none\nG: some\nH: many\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: almost none\nD: none\nE: some\nF: the smaller part\nG: almost all\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: many\nD: the smaller part\nE: almost none\nF: none\nG: almost all\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: the smaller part\nD: almost all\nE: many\nF: some\nG: almost none\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: none\nD: almost all\nE: the smaller part\nF: many\nG: all\nH: some\nI: almost none\nAnswer:']"
