index,image_file,blip2_output,shuffled_options,prompted_questions
46,data/images/quantifier/test_46.png,"[['i, because most are in the top half and none are in the bottom half.'], ['f'], [''], ['a'], ['the smaller part']]","[{'a': 'almost all', 'b': 'many', 'c': 'few', 'd': 'the smaller part', 'e': 'all', 'f': 'some', 'g': 'none', 'h': 'almost none', 'i': 'most'}, {'a': 'all', 'b': 'the smaller part', 'c': 'none', 'd': 'some', 'e': 'almost all', 'f': 'few', 'g': 'almost none', 'h': 'many', 'i': 'most'}, {'a': 'most', 'b': 'some', 'c': 'many', 'd': 'none', 'e': 'all', 'f': 'almost none', 'g': 'almost all', 'h': 'the smaller part', 'i': 'few'}, {'a': 'few', 'b': 'the smaller part', 'c': 'many', 'd': 'all', 'e': 'almost all', 'f': 'none', 'g': 'some', 'h': 'most', 'i': 'almost none'}, {'a': 'almost all', 'b': 'all', 'c': 'none', 'd': 'most', 'e': 'many', 'f': 'some', 'g': 'almost none', 'h': 'few', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: few\nD: the smaller part\nE: all\nF: some\nG: none\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: the smaller part\nC: none\nD: some\nE: almost all\nF: few\nG: almost none\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: many\nD: none\nE: all\nF: almost none\nG: almost all\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: many\nD: all\nE: almost all\nF: none\nG: some\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: none\nD: most\nE: many\nF: some\nG: almost none\nH: few\nI: the smaller part\nAnswer:']"
49,data/images/quantifier/test_49.png,"[['almost none'], ['a'], ['d'], ['a lot of animals are included'], ['some']]","[{'a': 'all', 'b': 'many', 'c': 'most', 'd': 'few', 'e': 'almost all', 'f': 'none', 'g': 'some', 'h': 'the smaller part', 'i': 'almost none'}, {'a': 'almost none', 'b': 'few', 'c': 'many', 'd': 'most', 'e': 'the smaller part', 'f': 'all', 'g': 'some', 'h': 'none', 'i': 'almost all'}, {'a': 'all', 'b': 'most', 'c': 'the smaller part', 'd': 'almost none', 'e': 'none', 'f': 'almost all', 'g': 'some', 'h': 'few', 'i': 'many'}, {'a': 'many', 'b': 'none', 'c': 'some', 'd': 'almost none', 'e': 'all', 'f': 'almost all', 'g': 'few', 'h': 'the smaller part', 'i': 'most'}, {'a': 'none', 'b': 'few', 'c': 'most', 'd': 'almost all', 'e': 'almost none', 'f': 'many', 'g': 'the smaller part', 'h': 'all', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: most\nD: few\nE: almost all\nF: none\nG: some\nH: the smaller part\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: few\nC: many\nD: most\nE: the smaller part\nF: all\nG: some\nH: none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: the smaller part\nD: almost none\nE: none\nF: almost all\nG: some\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: some\nD: almost none\nE: all\nF: almost all\nG: few\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: most\nD: almost all\nE: almost none\nF: many\nG: the smaller part\nH: all\nI: some\nAnswer:']"
52,data/images/quantifier/test_52.png,"[['almost all'], ['none'], [''], ['almost all'], ['all']]","[{'a': 'the smaller part', 'b': 'some', 'c': 'all', 'd': 'most', 'e': 'almost all', 'f': 'almost none', 'g': 'few', 'h': 'none', 'i': 'many'}, {'a': 'all', 'b': 'the smaller part', 'c': 'almost all', 'd': 'many', 'e': 'some', 'f': 'none', 'g': 'few', 'h': 'almost none', 'i': 'most'}, {'a': 'almost none', 'b': 'most', 'c': 'almost all', 'd': 'some', 'e': 'all', 'f': 'few', 'g': 'many', 'h': 'none', 'i': 'the smaller part'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'some', 'd': 'many', 'e': 'few', 'f': 'all', 'g': 'almost none', 'h': 'most', 'i': 'none'}, {'a': 'few', 'b': 'some', 'c': 'none', 'd': 'all', 'e': 'most', 'f': 'the smaller part', 'g': 'almost all', 'h': 'many', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: all\nD: most\nE: almost all\nF: almost none\nG: few\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: the smaller part\nC: almost all\nD: many\nE: some\nF: none\nG: few\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: almost all\nD: some\nE: all\nF: few\nG: many\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: some\nD: many\nE: few\nF: all\nG: almost none\nH: most\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: none\nD: all\nE: most\nF: the smaller part\nG: almost all\nH: many\nI: almost none\nAnswer:']"
56,data/images/quantifier/test_56.png,"[['a'], ['c'], ['some'], [''], ['some']]","[{'a': 'all', 'b': 'some', 'c': 'none', 'd': 'many', 'e': 'almost all', 'f': 'most', 'g': 'the smaller part', 'h': 'few', 'i': 'almost none'}, {'a': 'few', 'b': 'many', 'c': 'none', 'd': 'most', 'e': 'almost none', 'f': 'all', 'g': 'some', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'all', 'b': 'few', 'c': 'almost none', 'd': 'almost all', 'e': 'many', 'f': 'some', 'g': 'most', 'h': 'none', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'all', 'c': 'none', 'd': 'few', 'e': 'some', 'f': 'most', 'g': 'many', 'h': 'the smaller part', 'i': 'almost none'}, {'a': 'none', 'b': 'few', 'c': 'the smaller part', 'd': 'most', 'e': 'some', 'f': 'almost none', 'g': 'all', 'h': 'many', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: none\nD: many\nE: almost all\nF: most\nG: the smaller part\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: none\nD: most\nE: almost none\nF: all\nG: some\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: almost none\nD: almost all\nE: many\nF: some\nG: most\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: none\nD: few\nE: some\nF: most\nG: many\nH: the smaller part\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: the smaller part\nD: most\nE: some\nF: almost none\nG: all\nH: many\nI: almost all\nAnswer:']"
60,data/images/quantifier/test_60.png,"[['the larger part'], ['i'], [''], ['i'], ['some']]","[{'a': 'many', 'b': 'none', 'c': 'some', 'd': 'almost all', 'e': 'few', 'f': 'almost none', 'g': 'the smaller part', 'h': 'most', 'i': 'all'}, {'a': 'all', 'b': 'almost all', 'c': 'few', 'd': 'none', 'e': 'the smaller part', 'f': 'almost none', 'g': 'many', 'h': 'most', 'i': 'some'}, {'a': 'the smaller part', 'b': 'some', 'c': 'most', 'd': 'none', 'e': 'almost none', 'f': 'all', 'g': 'almost all', 'h': 'few', 'i': 'many'}, {'a': 'none', 'b': 'almost none', 'c': 'almost all', 'd': 'many', 'e': 'some', 'f': 'the smaller part', 'g': 'all', 'h': 'few', 'i': 'most'}, {'a': 'most', 'b': 'almost all', 'c': 'many', 'd': 'few', 'e': 'none', 'f': 'some', 'g': 'almost none', 'h': 'the smaller part', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: some\nD: almost all\nE: few\nF: almost none\nG: the smaller part\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: few\nD: none\nE: the smaller part\nF: almost none\nG: many\nH: most\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: most\nD: none\nE: almost none\nF: all\nG: almost all\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: almost all\nD: many\nE: some\nF: the smaller part\nG: all\nH: few\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: many\nD: few\nE: none\nF: some\nG: almost none\nH: the smaller part\nI: all\nAnswer:']"
63,data/images/quantifier/test_63.png,"[['g'], ['b'], ['c'], ['g'], ['c']]","[{'a': 'few', 'b': 'none', 'c': 'most', 'd': 'all', 'e': 'almost all', 'f': 'the smaller part', 'g': 'some', 'h': 'many', 'i': 'almost none'}, {'a': 'almost none', 'b': 'most', 'c': 'few', 'd': 'many', 'e': 'almost all', 'f': 'some', 'g': 'the smaller part', 'h': 'all', 'i': 'none'}, {'a': 'none', 'b': 'few', 'c': 'many', 'd': 'all', 'e': 'most', 'f': 'almost all', 'g': 'almost none', 'h': 'some', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'many', 'c': 'few', 'd': 'some', 'e': 'the smaller part', 'f': 'most', 'g': 'all', 'h': 'almost none', 'i': 'none'}, {'a': 'almost none', 'b': 'most', 'c': 'few', 'd': 'many', 'e': 'the smaller part', 'f': 'none', 'g': 'all', 'h': 'some', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: most\nD: all\nE: almost all\nF: the smaller part\nG: some\nH: many\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: few\nD: many\nE: almost all\nF: some\nG: the smaller part\nH: all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: many\nD: all\nE: most\nF: almost all\nG: almost none\nH: some\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: few\nD: some\nE: the smaller part\nF: most\nG: all\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: few\nD: many\nE: the smaller part\nF: none\nG: all\nH: some\nI: almost all\nAnswer:']"
66,data/images/quantifier/test_66.png,"[['a'], ['d'], ['there are about 11 animals'], ['none'], ['almost none']]","[{'a': 'almost all', 'b': 'some', 'c': 'none', 'd': 'the smaller part', 'e': 'most', 'f': 'many', 'g': 'few', 'h': 'all', 'i': 'almost none'}, {'a': 'the smaller part', 'b': 'all', 'c': 'almost all', 'd': 'few', 'e': 'none', 'f': 'almost none', 'g': 'many', 'h': 'some', 'i': 'most'}, {'a': 'many', 'b': 'none', 'c': 'all', 'd': 'almost all', 'e': 'some', 'f': 'most', 'g': 'almost none', 'h': 'the smaller part', 'i': 'few'}, {'a': 'some', 'b': 'the smaller part', 'c': 'all', 'd': 'almost all', 'e': 'few', 'f': 'almost none', 'g': 'many', 'h': 'most', 'i': 'none'}, {'a': 'some', 'b': 'most', 'c': 'the smaller part', 'd': 'many', 'e': 'all', 'f': 'almost none', 'g': 'few', 'h': 'almost all', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: none\nD: the smaller part\nE: most\nF: many\nG: few\nH: all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: almost all\nD: few\nE: none\nF: almost none\nG: many\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: all\nD: almost all\nE: some\nF: most\nG: almost none\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: the smaller part\nC: all\nD: almost all\nE: few\nF: almost none\nG: many\nH: most\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: the smaller part\nD: many\nE: all\nF: almost none\nG: few\nH: almost all\nI: none\nAnswer:']"
69,data/images/quantifier/test_69.png,"[['the smaller part'], ['d'], ['a, all'], [''], ['']]","[{'a': 'few', 'b': 'the smaller part', 'c': 'some', 'd': 'many', 'e': 'almost all', 'f': 'none', 'g': 'almost none', 'h': 'all', 'i': 'most'}, {'a': 'almost none', 'b': 'the smaller part', 'c': 'many', 'd': 'few', 'e': 'some', 'f': 'almost all', 'g': 'most', 'h': 'none', 'i': 'all'}, {'a': 'all', 'b': 'many', 'c': 'almost none', 'd': 'most', 'e': 'some', 'f': 'almost all', 'g': 'none', 'h': 'the smaller part', 'i': 'few'}, {'a': 'many', 'b': 'the smaller part', 'c': 'all', 'd': 'almost all', 'e': 'almost none', 'f': 'none', 'g': 'few', 'h': 'some', 'i': 'most'}, {'a': 'few', 'b': 'almost all', 'c': 'none', 'd': 'some', 'e': 'the smaller part', 'f': 'almost none', 'g': 'many', 'h': 'most', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: some\nD: many\nE: almost all\nF: none\nG: almost none\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: many\nD: few\nE: some\nF: almost all\nG: most\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: almost none\nD: most\nE: some\nF: almost all\nG: none\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: all\nD: almost all\nE: almost none\nF: none\nG: few\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: none\nD: some\nE: the smaller part\nF: almost none\nG: many\nH: most\nI: all\nAnswer:']"
76,data/images/quantifier/test_76.png,"[['a'], ['some'], ['c'], ['i'], ['g']]","[{'a': 'all', 'b': 'most', 'c': 'almost all', 'd': 'the smaller part', 'e': 'some', 'f': 'none', 'g': 'many', 'h': 'few', 'i': 'almost none'}, {'a': 'some', 'b': 'most', 'c': 'none', 'd': 'all', 'e': 'few', 'f': 'the smaller part', 'g': 'almost all', 'h': 'many', 'i': 'almost none'}, {'a': 'few', 'b': 'many', 'c': 'almost none', 'd': 'some', 'e': 'none', 'f': 'the smaller part', 'g': 'almost all', 'h': 'all', 'i': 'most'}, {'a': 'many', 'b': 'most', 'c': 'none', 'd': 'some', 'e': 'the smaller part', 'f': 'almost none', 'g': 'almost all', 'h': 'few', 'i': 'all'}, {'a': 'all', 'b': 'some', 'c': 'many', 'd': 'most', 'e': 'almost none', 'f': 'almost all', 'g': 'few', 'h': 'the smaller part', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: almost all\nD: the smaller part\nE: some\nF: none\nG: many\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: none\nD: all\nE: few\nF: the smaller part\nG: almost all\nH: many\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: almost none\nD: some\nE: none\nF: the smaller part\nG: almost all\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: none\nD: some\nE: the smaller part\nF: almost none\nG: almost all\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: many\nD: most\nE: almost none\nF: almost all\nG: few\nH: the smaller part\nI: none\nAnswer:']"
84,data/images/quantifier/test_84.png,"[[''], ['g'], ['a'], ['the smaller part'], [""i choose 'all'""]]","[{'a': 'some', 'b': 'few', 'c': 'all', 'd': 'most', 'e': 'the smaller part', 'f': 'almost all', 'g': 'almost none', 'h': 'many', 'i': 'none'}, {'a': 'many', 'b': 'none', 'c': 'some', 'd': 'almost none', 'e': 'all', 'f': 'most', 'g': 'almost all', 'h': 'few', 'i': 'the smaller part'}, {'a': 'none', 'b': 'the smaller part', 'c': 'almost all', 'd': 'almost none', 'e': 'few', 'f': 'many', 'g': 'all', 'h': 'some', 'i': 'most'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'none', 'd': 'almost none', 'e': 'all', 'f': 'few', 'g': 'many', 'h': 'some', 'i': 'most'}, {'a': 'none', 'b': 'almost none', 'c': 'few', 'd': 'the smaller part', 'e': 'most', 'f': 'some', 'g': 'all', 'h': 'almost all', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: all\nD: most\nE: the smaller part\nF: almost all\nG: almost none\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: some\nD: almost none\nE: all\nF: most\nG: almost all\nH: few\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: almost all\nD: almost none\nE: few\nF: many\nG: all\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: none\nD: almost none\nE: all\nF: few\nG: many\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: few\nD: the smaller part\nE: most\nF: some\nG: all\nH: almost all\nI: many\nAnswer:']"
86,data/images/quantifier/test_86.png,"[['d'], ['the smaller part'], ['a'], ['all'], ['a']]","[{'a': 'some', 'b': 'many', 'c': 'few', 'd': 'almost all', 'e': 'all', 'f': 'almost none', 'g': 'the smaller part', 'h': 'none', 'i': 'most'}, {'a': 'none', 'b': 'most', 'c': 'many', 'd': 'almost none', 'e': 'almost all', 'f': 'the smaller part', 'g': 'some', 'h': 'all', 'i': 'few'}, {'a': 'most', 'b': 'the smaller part', 'c': 'almost none', 'd': 'all', 'e': 'none', 'f': 'almost all', 'g': 'many', 'h': 'few', 'i': 'some'}, {'a': 'some', 'b': 'the smaller part', 'c': 'almost none', 'd': 'few', 'e': 'most', 'f': 'none', 'g': 'all', 'h': 'many', 'i': 'almost all'}, {'a': 'all', 'b': 'few', 'c': 'some', 'd': 'many', 'e': 'most', 'f': 'almost all', 'g': 'the smaller part', 'h': 'almost none', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: few\nD: almost all\nE: all\nF: almost none\nG: the smaller part\nH: none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: most\nC: many\nD: almost none\nE: almost all\nF: the smaller part\nG: some\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: almost none\nD: all\nE: none\nF: almost all\nG: many\nH: few\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: the smaller part\nC: almost none\nD: few\nE: most\nF: none\nG: all\nH: many\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: some\nD: many\nE: most\nF: almost all\nG: the smaller part\nH: almost none\nI: none\nAnswer:']"
93,data/images/quantifier/test_93.png,"[['all'], ['g'], ['a'], ['a'], ['']]","[{'a': 'almost none', 'b': 'all', 'c': 'some', 'd': 'many', 'e': 'almost all', 'f': 'the smaller part', 'g': 'most', 'h': 'few', 'i': 'none'}, {'a': 'many', 'b': 'none', 'c': 'the smaller part', 'd': 'almost none', 'e': 'all', 'f': 'few', 'g': 'most', 'h': 'some', 'i': 'almost all'}, {'a': 'almost none', 'b': 'few', 'c': 'all', 'd': 'some', 'e': 'many', 'f': 'none', 'g': 'most', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'many', 'b': 'most', 'c': 'some', 'd': 'all', 'e': 'the smaller part', 'f': 'almost none', 'g': 'almost all', 'h': 'few', 'i': 'none'}, {'a': 'almost none', 'b': 'none', 'c': 'all', 'd': 'almost all', 'e': 'some', 'f': 'the smaller part', 'g': 'few', 'h': 'many', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: some\nD: many\nE: almost all\nF: the smaller part\nG: most\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: the smaller part\nD: almost none\nE: all\nF: few\nG: most\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: few\nC: all\nD: some\nE: many\nF: none\nG: most\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: some\nD: all\nE: the smaller part\nF: almost none\nG: almost all\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: none\nC: all\nD: almost all\nE: some\nF: the smaller part\nG: few\nH: many\nI: most\nAnswer:']"
95,data/images/quantifier/test_95.png,"[['a'], ['a'], ['most'], ['b'], ['none']]","[{'a': 'none', 'b': 'almost none', 'c': 'most', 'd': 'the smaller part', 'e': 'some', 'f': 'all', 'g': 'many', 'h': 'almost all', 'i': 'few'}, {'a': 'almost none', 'b': 'almost all', 'c': 'the smaller part', 'd': 'most', 'e': 'none', 'f': 'few', 'g': 'some', 'h': 'all', 'i': 'many'}, {'a': 'almost none', 'b': 'none', 'c': 'few', 'd': 'almost all', 'e': 'most', 'f': 'all', 'g': 'some', 'h': 'many', 'i': 'the smaller part'}, {'a': 'most', 'b': 'all', 'c': 'many', 'd': 'few', 'e': 'almost all', 'f': 'some', 'g': 'none', 'h': 'almost none', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'none', 'd': 'most', 'e': 'all', 'f': 'some', 'g': 'almost none', 'h': 'few', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: most\nD: the smaller part\nE: some\nF: all\nG: many\nH: almost all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: the smaller part\nD: most\nE: none\nF: few\nG: some\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: none\nC: few\nD: almost all\nE: most\nF: all\nG: some\nH: many\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: many\nD: few\nE: almost all\nF: some\nG: none\nH: almost none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: none\nD: most\nE: all\nF: some\nG: almost none\nH: few\nI: many\nAnswer:']"
111,data/images/quantifier/test_111.png,"[['i'], ['many'], ['a'], ['b'], ['many animals']]","[{'a': 'many', 'b': 'almost none', 'c': 'none', 'd': 'few', 'e': 'all', 'f': 'the smaller part', 'g': 'almost all', 'h': 'most', 'i': 'some'}, {'a': 'the smaller part', 'b': 'many', 'c': 'none', 'd': 'most', 'e': 'almost all', 'f': 'some', 'g': 'all', 'h': 'few', 'i': 'almost none'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'most', 'd': 'many', 'e': 'almost none', 'f': 'few', 'g': 'none', 'h': 'some', 'i': 'all'}, {'a': 'almost all', 'b': 'almost none', 'c': 'some', 'd': 'none', 'e': 'all', 'f': 'the smaller part', 'g': 'many', 'h': 'few', 'i': 'most'}, {'a': 'most', 'b': 'almost all', 'c': 'almost none', 'd': 'few', 'e': 'all', 'f': 'none', 'g': 'many', 'h': 'some', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: none\nD: few\nE: all\nF: the smaller part\nG: almost all\nH: most\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: none\nD: most\nE: almost all\nF: some\nG: all\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: most\nD: many\nE: almost none\nF: few\nG: none\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: some\nD: none\nE: all\nF: the smaller part\nG: many\nH: few\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: almost none\nD: few\nE: all\nF: none\nG: many\nH: some\nI: the smaller part\nAnswer:']"
