index,image,blip2_output,shuffled_options,prompted_questions
1702,data/images/quantifier/test_1702.png,"[['g'], ['g'], ['all'], ['b'], ['a) b) c) d) e) f) h) i']]","[{'a': 'almost none', 'b': 'many', 'c': 'almost all', 'd': 'none', 'e': 'some', 'f': 'most', 'g': 'the smaller part', 'h': 'few', 'i': 'all'}, {'a': 'few', 'b': 'many', 'c': 'almost all', 'd': 'all', 'e': 'almost none', 'f': 'the smaller part', 'g': 'none', 'h': 'some', 'i': 'most'}, {'a': 'all', 'b': 'many', 'c': 'almost all', 'd': 'none', 'e': 'the smaller part', 'f': 'few', 'g': 'some', 'h': 'almost none', 'i': 'most'}, {'a': 'almost all', 'b': 'all', 'c': 'many', 'd': 'most', 'e': 'few', 'f': 'the smaller part', 'g': 'none', 'h': 'some', 'i': 'almost none'}, {'a': 'most', 'b': 'almost none', 'c': 'all', 'd': 'many', 'e': 'the smaller part', 'f': 'few', 'g': 'some', 'h': 'none', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: almost all\nD: none\nE: some\nF: most\nG: the smaller part\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: almost all\nD: all\nE: almost none\nF: the smaller part\nG: none\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: almost all\nD: none\nE: the smaller part\nF: few\nG: some\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: many\nD: most\nE: few\nF: the smaller part\nG: none\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: all\nD: many\nE: the smaller part\nF: few\nG: some\nH: none\nI: almost all\nAnswer:']"
1735,data/images/quantifier/test_1735.png,"[['some'], ['g'], ['none'], ['there are a lot of animals in the image'], ['c']]","[{'a': 'some', 'b': 'almost all', 'c': 'the smaller part', 'd': 'few', 'e': 'most', 'f': 'none', 'g': 'almost none', 'h': 'all', 'i': 'many'}, {'a': 'many', 'b': 'almost none', 'c': 'the smaller part', 'd': 'some', 'e': 'few', 'f': 'almost all', 'g': 'none', 'h': 'most', 'i': 'all'}, {'a': 'most', 'b': 'almost all', 'c': 'the smaller part', 'd': 'some', 'e': 'few', 'f': 'almost none', 'g': 'none', 'h': 'many', 'i': 'all'}, {'a': 'the smaller part', 'b': 'many', 'c': 'none', 'd': 'almost none', 'e': 'most', 'f': 'some', 'g': 'few', 'h': 'all', 'i': 'almost all'}, {'a': 'none', 'b': 'many', 'c': 'almost none', 'd': 'almost all', 'e': 'most', 'f': 'some', 'g': 'the smaller part', 'h': 'few', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: the smaller part\nD: few\nE: most\nF: none\nG: almost none\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: the smaller part\nD: some\nE: few\nF: almost all\nG: none\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: the smaller part\nD: some\nE: few\nF: almost none\nG: none\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: none\nD: almost none\nE: most\nF: some\nG: few\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: almost none\nD: almost all\nE: most\nF: some\nG: the smaller part\nH: few\nI: all\nAnswer:']"
1160,data/images/quantifier/test_1160.png,"[['a, all'], ['a'], ['g'], ['none'], ['g']]","[{'a': 'none', 'b': 'most', 'c': 'the smaller part', 'd': 'almost none', 'e': 'some', 'f': 'all', 'g': 'many', 'h': 'few', 'i': 'almost all'}, {'a': 'most', 'b': 'the smaller part', 'c': 'almost none', 'd': 'some', 'e': 'almost all', 'f': 'all', 'g': 'few', 'h': 'many', 'i': 'none'}, {'a': 'the smaller part', 'b': 'most', 'c': 'none', 'd': 'few', 'e': 'almost none', 'f': 'many', 'g': 'some', 'h': 'almost all', 'i': 'all'}, {'a': 'few', 'b': 'most', 'c': 'the smaller part', 'd': 'none', 'e': 'many', 'f': 'almost none', 'g': 'all', 'h': 'almost all', 'i': 'some'}, {'a': 'few', 'b': 'almost all', 'c': 'none', 'd': 'the smaller part', 'e': 'many', 'f': 'most', 'g': 'some', 'h': 'almost none', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: most\nC: the smaller part\nD: almost none\nE: some\nF: all\nG: many\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: almost none\nD: some\nE: almost all\nF: all\nG: few\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: most\nC: none\nD: few\nE: almost none\nF: many\nG: some\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: the smaller part\nD: none\nE: many\nF: almost none\nG: all\nH: almost all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: none\nD: the smaller part\nE: many\nF: most\nG: some\nH: almost none\nI: all\nAnswer:']"
1014,data/images/quantifier/test_1014.png,"[['g'], ['d'], ['i'], ['some animals'], ['g']]","[{'a': 'many', 'b': 'the smaller part', 'c': 'all', 'd': 'some', 'e': 'most', 'f': 'almost none', 'g': 'few', 'h': 'none', 'i': 'almost all'}, {'a': 'most', 'b': 'many', 'c': 'almost none', 'd': 'the smaller part', 'e': 'some', 'f': 'few', 'g': 'almost all', 'h': 'none', 'i': 'all'}, {'a': 'many', 'b': 'most', 'c': 'some', 'd': 'few', 'e': 'the smaller part', 'f': 'almost none', 'g': 'none', 'h': 'all', 'i': 'almost all'}, {'a': 'almost none', 'b': 'some', 'c': 'almost all', 'd': 'the smaller part', 'e': 'most', 'f': 'few', 'g': 'all', 'h': 'many', 'i': 'none'}, {'a': 'most', 'b': 'all', 'c': 'many', 'd': 'the smaller part', 'e': 'none', 'f': 'almost none', 'g': 'some', 'h': 'few', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: all\nD: some\nE: most\nF: almost none\nG: few\nH: none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: many\nC: almost none\nD: the smaller part\nE: some\nF: few\nG: almost all\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: some\nD: few\nE: the smaller part\nF: almost none\nG: none\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: almost all\nD: the smaller part\nE: most\nF: few\nG: all\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: many\nD: the smaller part\nE: none\nF: almost none\nG: some\nH: few\nI: almost all\nAnswer:']"
1109,data/images/quantifier/test_1109.png,"[['a)'], ['all'], ['g'], ['most'], ['a']]","[{'a': 'the smaller part', 'b': 'almost none', 'c': 'many', 'd': 'all', 'e': 'some', 'f': 'most', 'g': 'few', 'h': 'almost all', 'i': 'none'}, {'a': 'almost none', 'b': 'some', 'c': 'the smaller part', 'd': 'none', 'e': 'all', 'f': 'almost all', 'g': 'many', 'h': 'few', 'i': 'most'}, {'a': 'none', 'b': 'almost none', 'c': 'some', 'd': 'many', 'e': 'most', 'f': 'few', 'g': 'the smaller part', 'h': 'all', 'i': 'almost all'}, {'a': 'almost none', 'b': 'none', 'c': 'many', 'd': 'most', 'e': 'few', 'f': 'almost all', 'g': 'some', 'h': 'the smaller part', 'i': 'all'}, {'a': 'almost all', 'b': 'few', 'c': 'some', 'd': 'many', 'e': 'all', 'f': 'none', 'g': 'the smaller part', 'h': 'most', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: many\nD: all\nE: some\nF: most\nG: few\nH: almost all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: the smaller part\nD: none\nE: all\nF: almost all\nG: many\nH: few\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: some\nD: many\nE: most\nF: few\nG: the smaller part\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: none\nC: many\nD: most\nE: few\nF: almost all\nG: some\nH: the smaller part\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: some\nD: many\nE: all\nF: none\nG: the smaller part\nH: most\nI: almost none\nAnswer:']"
1019,data/images/quantifier/test_1019.png,"[['a'], ['a'], ['a'], ['a'], ['b']]","[{'a': 'most', 'b': 'almost none', 'c': 'many', 'd': 'the smaller part', 'e': 'none', 'f': 'almost all', 'g': 'all', 'h': 'some', 'i': 'few'}, {'a': 'the smaller part', 'b': 'some', 'c': 'many', 'd': 'few', 'e': 'almost none', 'f': 'none', 'g': 'most', 'h': 'almost all', 'i': 'all'}, {'a': 'most', 'b': 'none', 'c': 'the smaller part', 'd': 'few', 'e': 'many', 'f': 'almost none', 'g': 'almost all', 'h': 'some', 'i': 'all'}, {'a': 'the smaller part', 'b': 'none', 'c': 'almost all', 'd': 'almost none', 'e': 'most', 'f': 'few', 'g': 'some', 'h': 'all', 'i': 'many'}, {'a': 'some', 'b': 'many', 'c': 'the smaller part', 'd': 'almost none', 'e': 'most', 'f': 'few', 'g': 'none', 'h': 'all', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: many\nD: the smaller part\nE: none\nF: almost all\nG: all\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: many\nD: few\nE: almost none\nF: none\nG: most\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: the smaller part\nD: few\nE: many\nF: almost none\nG: almost all\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: almost all\nD: almost none\nE: most\nF: few\nG: some\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: the smaller part\nD: almost none\nE: most\nF: few\nG: none\nH: all\nI: almost all\nAnswer:']"
1122,data/images/quantifier/test_1122.png,"[['d'], ['a, e, g'], ['e'], ['g'], ['']]","[{'a': 'most', 'b': 'none', 'c': 'few', 'd': 'some', 'e': 'the smaller part', 'f': 'almost all', 'g': 'many', 'h': 'almost none', 'i': 'all'}, {'a': 'many', 'b': 'almost none', 'c': 'almost all', 'd': 'all', 'e': 'few', 'f': 'some', 'g': 'the smaller part', 'h': 'most', 'i': 'none'}, {'a': 'the smaller part', 'b': 'all', 'c': 'almost all', 'd': 'none', 'e': 'many', 'f': 'almost none', 'g': 'most', 'h': 'few', 'i': 'some'}, {'a': 'almost all', 'b': 'almost none', 'c': 'some', 'd': 'the smaller part', 'e': 'none', 'f': 'most', 'g': 'many', 'h': 'all', 'i': 'few'}, {'a': 'the smaller part', 'b': 'some', 'c': 'most', 'd': 'many', 'e': 'none', 'f': 'few', 'g': 'all', 'h': 'almost none', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: few\nD: some\nE: the smaller part\nF: almost all\nG: many\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: almost all\nD: all\nE: few\nF: some\nG: the smaller part\nH: most\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: almost all\nD: none\nE: many\nF: almost none\nG: most\nH: few\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: some\nD: the smaller part\nE: none\nF: most\nG: many\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: most\nD: many\nE: none\nF: few\nG: all\nH: almost none\nI: almost all\nAnswer:']"
1166,data/images/quantifier/test_1166.png,"[['a'], ['b'], [''], ['a'], ['all']]","[{'a': 'many', 'b': 'some', 'c': 'almost all', 'd': 'most', 'e': 'the smaller part', 'f': 'few', 'g': 'all', 'h': 'none', 'i': 'almost none'}, {'a': 'most', 'b': 'all', 'c': 'none', 'd': 'some', 'e': 'the smaller part', 'f': 'almost all', 'g': 'many', 'h': 'almost none', 'i': 'few'}, {'a': 'none', 'b': 'few', 'c': 'some', 'd': 'all', 'e': 'almost none', 'f': 'many', 'g': 'most', 'h': 'the smaller part', 'i': 'almost all'}, {'a': 'few', 'b': 'the smaller part', 'c': 'some', 'd': 'almost none', 'e': 'all', 'f': 'almost all', 'g': 'none', 'h': 'many', 'i': 'most'}, {'a': 'none', 'b': 'almost none', 'c': 'the smaller part', 'd': 'all', 'e': 'few', 'f': 'almost all', 'g': 'many', 'h': 'some', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: almost all\nD: most\nE: the smaller part\nF: few\nG: all\nH: none\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: none\nD: some\nE: the smaller part\nF: almost all\nG: many\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: some\nD: all\nE: almost none\nF: many\nG: most\nH: the smaller part\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: some\nD: almost none\nE: all\nF: almost all\nG: none\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: the smaller part\nD: all\nE: few\nF: almost all\nG: many\nH: some\nI: most\nAnswer:']"
938,data/images/quantifier/test_938.png,"[['there are a lot of different kinds of animals'], ['the smaller part'], ['a'], ['all'], ['all the animals are shown']]","[{'a': 'almost none', 'b': 'almost all', 'c': 'the smaller part', 'd': 'some', 'e': 'most', 'f': 'few', 'g': 'none', 'h': 'many', 'i': 'all'}, {'a': 'some', 'b': 'most', 'c': 'few', 'd': 'all', 'e': 'none', 'f': 'many', 'g': 'almost all', 'h': 'the smaller part', 'i': 'almost none'}, {'a': 'some', 'b': 'all', 'c': 'the smaller part', 'd': 'most', 'e': 'almost none', 'f': 'almost all', 'g': 'few', 'h': 'many', 'i': 'none'}, {'a': 'none', 'b': 'some', 'c': 'almost all', 'd': 'many', 'e': 'the smaller part', 'f': 'almost none', 'g': 'most', 'h': 'few', 'i': 'all'}, {'a': 'some', 'b': 'almost none', 'c': 'the smaller part', 'd': 'many', 'e': 'all', 'f': 'none', 'g': 'few', 'h': 'almost all', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: the smaller part\nD: some\nE: most\nF: few\nG: none\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: few\nD: all\nE: none\nF: many\nG: almost all\nH: the smaller part\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: the smaller part\nD: most\nE: almost none\nF: almost all\nG: few\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: almost all\nD: many\nE: the smaller part\nF: almost none\nG: most\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: the smaller part\nD: many\nE: all\nF: none\nG: few\nH: almost all\nI: most\nAnswer:']"
870,data/images/quantifier/test_870.png,"[['d, all animals are present'], ['some'], ['none of the above'], ['a'], ['a']]","[{'a': 'almost none', 'b': 'all', 'c': 'none', 'd': 'almost all', 'e': 'most', 'f': 'few', 'g': 'some', 'h': 'the smaller part', 'i': 'many'}, {'a': 'the smaller part', 'b': 'none', 'c': 'almost all', 'd': 'few', 'e': 'some', 'f': 'almost none', 'g': 'most', 'h': 'many', 'i': 'all'}, {'a': 'many', 'b': 'almost all', 'c': 'almost none', 'd': 'none', 'e': 'few', 'f': 'the smaller part', 'g': 'most', 'h': 'some', 'i': 'all'}, {'a': 'none', 'b': 'few', 'c': 'some', 'd': 'almost none', 'e': 'many', 'f': 'most', 'g': 'all', 'h': 'the smaller part', 'i': 'almost all'}, {'a': 'some', 'b': 'almost none', 'c': 'many', 'd': 'most', 'e': 'the smaller part', 'f': 'almost all', 'g': 'few', 'h': 'none', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: none\nD: almost all\nE: most\nF: few\nG: some\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: almost all\nD: few\nE: some\nF: almost none\nG: most\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: almost none\nD: none\nE: few\nF: the smaller part\nG: most\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: some\nD: almost none\nE: many\nF: most\nG: all\nH: the smaller part\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: many\nD: most\nE: the smaller part\nF: almost all\nG: few\nH: none\nI: all\nAnswer:']"
863,data/images/quantifier/test_863.png,"[['c'], [''], [''], ['d'], ['a']]","[{'a': 'none', 'b': 'some', 'c': 'the smaller part', 'd': 'almost all', 'e': 'few', 'f': 'most', 'g': 'almost none', 'h': 'many', 'i': 'all'}, {'a': 'all', 'b': 'most', 'c': 'some', 'd': 'almost none', 'e': 'none', 'f': 'few', 'g': 'almost all', 'h': 'many', 'i': 'the smaller part'}, {'a': 'all', 'b': 'few', 'c': 'most', 'd': 'some', 'e': 'almost none', 'f': 'many', 'g': 'almost all', 'h': 'none', 'i': 'the smaller part'}, {'a': 'none', 'b': 'the smaller part', 'c': 'many', 'd': 'few', 'e': 'most', 'f': 'all', 'g': 'some', 'h': 'almost none', 'i': 'almost all'}, {'a': 'some', 'b': 'the smaller part', 'c': 'many', 'd': 'none', 'e': 'almost none', 'f': 'most', 'g': 'all', 'h': 'few', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: the smaller part\nD: almost all\nE: few\nF: most\nG: almost none\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: some\nD: almost none\nE: none\nF: few\nG: almost all\nH: many\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: most\nD: some\nE: almost none\nF: many\nG: almost all\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: many\nD: few\nE: most\nF: all\nG: some\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: the smaller part\nC: many\nD: none\nE: almost none\nF: most\nG: all\nH: few\nI: almost all\nAnswer:']"
934,data/images/quantifier/test_934.png,"[['almost all'], ['g'], ['h'], ['a few'], ['some of the animals are missing']]","[{'a': 'none', 'b': 'the smaller part', 'c': 'most', 'd': 'many', 'e': 'some', 'f': 'all', 'g': 'almost none', 'h': 'few', 'i': 'almost all'}, {'a': 'some', 'b': 'the smaller part', 'c': 'almost all', 'd': 'most', 'e': 'none', 'f': 'all', 'g': 'few', 'h': 'almost none', 'i': 'many'}, {'a': 'many', 'b': 'almost none', 'c': 'almost all', 'd': 'some', 'e': 'the smaller part', 'f': 'most', 'g': 'all', 'h': 'none', 'i': 'few'}, {'a': 'almost none', 'b': 'almost all', 'c': 'most', 'd': 'few', 'e': 'the smaller part', 'f': 'all', 'g': 'many', 'h': 'none', 'i': 'some'}, {'a': 'few', 'b': 'the smaller part', 'c': 'most', 'd': 'almost all', 'e': 'all', 'f': 'some', 'g': 'none', 'h': 'almost none', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: most\nD: many\nE: some\nF: all\nG: almost none\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: the smaller part\nC: almost all\nD: most\nE: none\nF: all\nG: few\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: almost all\nD: some\nE: the smaller part\nF: most\nG: all\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: most\nD: few\nE: the smaller part\nF: all\nG: many\nH: none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: most\nD: almost all\nE: all\nF: some\nG: none\nH: almost none\nI: many\nAnswer:']"
866,data/images/quantifier/test_866.png,"[['a'], ['b'], ['e'], ['a'], ['some animals are in the image.']]","[{'a': 'almost all', 'b': 'the smaller part', 'c': 'none', 'd': 'some', 'e': 'most', 'f': 'all', 'g': 'few', 'h': 'almost none', 'i': 'many'}, {'a': 'the smaller part', 'b': 'many', 'c': 'almost all', 'd': 'almost none', 'e': 'few', 'f': 'some', 'g': 'none', 'h': 'all', 'i': 'most'}, {'a': 'almost all', 'b': 'few', 'c': 'most', 'd': 'some', 'e': 'none', 'f': 'almost none', 'g': 'many', 'h': 'all', 'i': 'the smaller part'}, {'a': 'none', 'b': 'many', 'c': 'almost none', 'd': 'all', 'e': 'some', 'f': 'almost all', 'g': 'the smaller part', 'h': 'most', 'i': 'few'}, {'a': 'the smaller part', 'b': 'all', 'c': 'few', 'd': 'many', 'e': 'almost all', 'f': 'some', 'g': 'almost none', 'h': 'most', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: none\nD: some\nE: most\nF: all\nG: few\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: almost all\nD: almost none\nE: few\nF: some\nG: none\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: most\nD: some\nE: none\nF: almost none\nG: many\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: almost none\nD: all\nE: some\nF: almost all\nG: the smaller part\nH: most\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: few\nD: many\nE: almost all\nF: some\nG: almost none\nH: most\nI: none\nAnswer:']"
932,data/images/quantifier/test_932.png,"[['a'], ['many'], ['e'], ['f'], ['']]","[{'a': 'most', 'b': 'almost all', 'c': 'none', 'd': 'some', 'e': 'almost none', 'f': 'few', 'g': 'many', 'h': 'all', 'i': 'the smaller part'}, {'a': 'few', 'b': 'some', 'c': 'most', 'd': 'many', 'e': 'almost all', 'f': 'none', 'g': 'the smaller part', 'h': 'almost none', 'i': 'all'}, {'a': 'the smaller part', 'b': 'some', 'c': 'few', 'd': 'most', 'e': 'almost all', 'f': 'none', 'g': 'almost none', 'h': 'many', 'i': 'all'}, {'a': 'all', 'b': 'almost all', 'c': 'almost none', 'd': 'none', 'e': 'some', 'f': 'the smaller part', 'g': 'most', 'h': 'many', 'i': 'few'}, {'a': 'all', 'b': 'almost none', 'c': 'few', 'd': 'almost all', 'e': 'some', 'f': 'none', 'g': 'most', 'h': 'many', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: none\nD: some\nE: almost none\nF: few\nG: many\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: most\nD: many\nE: almost all\nF: none\nG: the smaller part\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: few\nD: most\nE: almost all\nF: none\nG: almost none\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: almost none\nD: none\nE: some\nF: the smaller part\nG: most\nH: many\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: few\nD: almost all\nE: some\nF: none\nG: most\nH: many\nI: the smaller part\nAnswer:']"
