Unnamed: 0,vg_image_id,vg_object_id,link_mn,link_vg,vg_obj_name,vg_domain,vg_synset,vg_same_object,vg_adequacy_mean,vg_inadequacy_type,vg_image_name,vg_cat,clusters,topname,adequacy_mean,inadequacy_type,total_responses,perc_top,H,N,domain,split,same_object,vg_bbox_xywh,mn_bbox_xywh,human_nouns,blip2_extracted_nouns,pearsonr
3002,2324552,3156131,http://manynames.upf.edu//2324552_3156131_sink.png,https://cs.stanford.edu/people/rak248/VG_100K/2324552.jpg,counter,home,furnishing.n.02,"{'countertop': 1.0, 'vanity': 1.0}",1.0,{'None': 1.0},2324552.jpg,"instrumentality, instrumentation","[{'12': ['counter', 'countertop', 'vanity']}, {'18': ['bathtub', 'sink', 'bathroom sink']}]",sink,"{'bathtub': 0.33, 'countertop': 1.0, 'counter': 1.0, 'bathroom sink': 0.33, 'vanity': 1.0, 'sink': 0.33}","{'bathtub': {'visual': 1.0}, 'countertop': {'None': 1.0}, 'counter': {'None': 1.0}, 'bathroom sink': {'bounding box': 1.0}, 'vanity': {'None': 1.0}, 'sink': {'bounding box': 1.0}}",14,1.0,0.0,1,home,train,"{'bathtub': {'bathtub': 1.0, 'countertop': 0.0, 'counter': 0.0, 'bathroom sink': 0.67, 'vanity': 0.0, 'sink': 0.67}, 'countertop': {'bathtub': 0.0, 'countertop': 1.0, 'counter': 1.0, 'bathroom sink': 0.0, 'vanity': 1.0, 'sink': 0.0}, 'counter': {'bathtub': 0.0, 'countertop': 1.0, 'counter': 1.0, 'bathroom sink': 0.0, 'vanity': 1.0, 'sink': 0.0}, 'bathroom sink': {'bathtub': 0.67, 'countertop': 0.0, 'counter': 0.0, 'bathroom sink': 1.0, 'vanity': 0.0, 'sink': 1.0}, 'vanity': {'bathtub': 0.0, 'countertop': 1.0, 'counter': 1.0, 'bathroom sink': 0.0, 'vanity': 1.0, 'sink': 0.0}, 'sink': {'bathtub': 0.67, 'countertop': 0.0, 'counter': 0.0, 'bathroom sink': 1.0, 'vanity': 0.0, 'sink': 1.0}}","[99, 335, 273, 165]","[82, 292, 251, 155]","{'shampoo': 0.02857142857142857, 'refrigerator': 0.0, 'bathroom': 0.0, 'bathtub': 0.05714285714285714, 'counter': 0.2, 'mirror': 0.0, 'toilet': 0.02857142857142857, 'washbasin': 0.02857142857142857, 'sink': 0.4, 'countertop': 0.08571428571428572, 'basin': 0.02857142857142857, 'plate': 0.02857142857142857, 'bathroom sink': 0.05714285714285714, 'vanity': 0.05714285714285714}","{'shampoo': 0.0, 'refrigerator': 0.05263157894736842, 'bathroom': 0.15789473684210525, 'bathtub': 0.0, 'counter': 0.0, 'mirror': 0.3157894736842105, 'toilet': 0.15789473684210525, 'washbasin': 0.0, 'sink': 0.3157894736842105, 'countertop': 0.0, 'basin': 0.0, 'plate': 0.0, 'bathroom sink': 0.0, 'vanity': 0.0}",0.36108353904261625
12011,2363939,2614569,http://manynames.upf.edu//2363939_2614569_chair.png,https://cs.stanford.edu/people/rak248/VG_100K/2363939.jpg,armchair,home,furnishing.n.02,"{'chair': 1.0, 'couch': 1.0}",0.83,"{'bounding box': 0.3, 'None': 0.7}",2363939.jpg,"instrumentality, instrumentation","[{'19': ['chair', 'couch']}, {'9': ['cat']}]",chair,"{'cat': 0.5, 'chair': 0.83, 'couch': 0.83}","{'cat': {'bounding box': 1.0}, 'chair': {'bounding box': 0.3, 'None': 0.7}, 'couch': {'bounding box': 0.3, 'None': 0.7}}",19,0.8421052631578947,0.6292492238560345,2,home,,"{'cat': {'cat': 1.0, 'chair': 0.0, 'couch': 0.0}, 'chair': {'cat': 0.0, 'chair': 1.0, 'couch': 1.0}, 'couch': {'cat': 0.0, 'chair': 1.0, 'couch': 1.0}}","[0, 34, 499, 298]","[0, 34, 597, 363]","{'name': 0.0, 'room': 0.0, 'orange': 0.0, 'blanket': 0.0, 'ball': 0.0, 'bedsheets': 0.03225806451612903, 'cats': 0.0, 'cat': 0.2903225806451613, 'cushion': 0.0, 'rocking': 0.0, 'pillow': 0.03225806451612903, 'chair': 0.5161290322580645, 'box': 0.0, 'head': 0.0, 'sofa': 0.03225806451612903, 'couch': 0.0967741935483871}","{'name': 0.038461538461538464, 'room': 0.038461538461538464, 'orange': 0.038461538461538464, 'blanket': 0.07692307692307693, 'ball': 0.038461538461538464, 'bedsheets': 0.0, 'cats': 0.07692307692307693, 'cat': 0.23076923076923078, 'cushion': 0.038461538461538464, 'rocking': 0.038461538461538464, 'pillow': 0.0, 'chair': 0.19230769230769232, 'box': 0.038461538461538464, 'head': 0.038461538461538464, 'sofa': 0.038461538461538464, 'couch': 0.07692307692307693}",0.8456243842224676
18554,2389531,1259811,http://manynames.upf.edu//2389531_1259811_bench.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2389531.jpg,bench,home,furnishing.n.02,{'seat': 1.0},1.0,{'None': 1.0},2389531.jpg,"instrumentality, instrumentation","[{'24': ['seat', 'bench']}]",bench,"{'bench': 1.0, 'seat': 0.67}","{'bench': {'None': 1.0}, 'seat': {'None': 0.7, 'bounding box': 0.3}}",24,0.875,0.5435644431995963,2,home,train,"{'bench': {'bench': 1.0, 'seat': 1.0}, 'seat': {'bench': 1.0, 'seat': 1.0}}","[0, 150, 499, 163]","[0, 172, 597, 202]","{'booth': 0.02857142857142857, 'glass': 0.02857142857142857, 'people': 0.02857142857142857, 'eye class': 0.02857142857142857, 'seat': 0.08571428571428572, 'cheese': 0.02857142857142857, 'bench': 0.6, 'chairs': 0.0, 'table': 0.0, 'box': 0.0, 'lady': 0.02857142857142857, 'name': 0.0, 'person': 0.0, 'cup': 0.02857142857142857, 'elders': 0.02857142857142857, 'hanging': 0.0, 'rack.': 0.0, 'wine glass': 0.02857142857142857, 'bench seat': 0.02857142857142857, 'wall': 0.02857142857142857, 'wine': 0.0, 'bottle': 0.0, 'glasses': 0.0, 'woman': 0.0}","{'booth': 0.0, 'glass': 0.05263157894736842, 'people': 0.05263157894736842, 'eye class': 0.0, 'seat': 0.0, 'cheese': 0.0, 'bench': 0.0, 'chairs': 0.05263157894736842, 'table': 0.15789473684210525, 'box': 0.05263157894736842, 'lady': 0.0, 'name': 0.05263157894736842, 'person': 0.10526315789473684, 'cup': 0.0, 'elders': 0.0, 'hanging': 0.05263157894736842, 'rack.': 0.05263157894736842, 'wine glass': 0.0, 'bench seat': 0.0, 'wall': 0.10526315789473684, 'wine': 0.10526315789473684, 'bottle': 0.05263157894736842, 'glasses': 0.05263157894736842, 'woman': 0.05263157894736842}",-0.2931145649019546
12069,2364122,1686845,http://manynames.upf.edu//2364122_1686845_carpet.png,https://cs.stanford.edu/people/rak248/VG_100K/2364122.jpg,carpet,home,furnishing.n.02,"{'rug': 1.0, 'floor': 1.0}",1.0,{'None': 1.0},2364122.jpg,"instrumentality, instrumentation","[{'25': ['floor', 'rug', 'carpet']}, {'5': ['cat']}]",carpet,"{'cat': 0.17, 'carpet': 1.0, 'floor': 1.0, 'rug': 1.0}","{'cat': {'bounding box': 1.0}, 'carpet': {'None': 1.0}, 'floor': {'None': 1.0}, 'rug': {'None': 1.0}}",25,0.44,1.4093608652873644,3,home,train,"{'cat': {'cat': 1.0, 'carpet': 0.0, 'floor': 0.0, 'rug': 0.0}, 'carpet': {'cat': 0.0, 'carpet': 1.0, 'floor': 1.0, 'rug': 1.0}, 'floor': {'cat': 0.0, 'carpet': 1.0, 'floor': 1.0, 'rug': 1.0}, 'rug': {'cat': 0.0, 'carpet': 1.0, 'floor': 1.0, 'rug': 1.0}}","[0, 227, 333, 273]","[0, 196, 298, 251]","{'carpet': 0.3235294117647059, 'floor': 0.3235294117647059, 'wooden': 0.029411764705882353, 'table': 0.029411764705882353, 'cat': 0.14705882352941177, 'tv': 0.0, 'television': 0.0, 'chair': 0.029411764705882353, 'rug': 0.08823529411764706, 'stand': 0.0, 'animal': 0.029411764705882353, 'set': 0.0}","{'carpet': 0.0, 'floor': 0.0, 'wooden': 0.0, 'table': 0.0, 'cat': 0.4375, 'tv': 0.25, 'television': 0.1875, 'chair': 0.0, 'rug': 0.0, 'stand': 0.0625, 'animal': 0.0, 'set': 0.0625}",-0.10312500209590036
4833,2334772,964363,http://manynames.upf.edu//2334772_964363_chair.png,https://cs.stanford.edu/people/rak248/VG_100K/2334772.jpg,couch,home,furnishing.n.02,"{'armchair': 1.0, 'chair': 1.0}",0.5,"{'visual': 0.5, 'None': 0.5}",2334772.jpg,"instrumentality, instrumentation","[{'33': ['chair', 'couch', 'armchair']}]",chair,"{'chair': 1.0, 'couch': 0.5, 'armchair': 1.0}","{'chair': {'None': 1.0}, 'couch': {'visual': 0.5, 'None': 0.5}, 'armchair': {'None': 1.0}}",33,0.7878787878787878,0.9286040240219322,3,home,train,"{'chair': {'chair': 1.0, 'couch': 1.0, 'armchair': 1.0}, 'couch': {'chair': 1.0, 'couch': 1.0, 'armchair': 1.0}, 'armchair': {'chair': 1.0, 'couch': 1.0, 'armchair': 1.0}}","[1, 209, 290, 124]","[0, 243, 353, 155]","{'picture': 0.0, 'room': 0.0, 'chaise': 0.02857142857142857, 'living': 0.0, 'chairs': 0.0, 'tv.': 0.0, 'chair': 0.7428571428571429, 'box': 0.0, 'bed': 0.0, 'it.': 0.0, 'sofa': 0.02857142857142857, 'armchair': 0.05714285714285714, 'couch': 0.14285714285714285}","{'picture': 0.041666666666666664, 'room': 0.125, 'chaise': 0.0, 'living': 0.125, 'chairs': 0.041666666666666664, 'tv.': 0.041666666666666664, 'chair': 0.041666666666666664, 'box': 0.041666666666666664, 'bed': 0.08333333333333333, 'it.': 0.041666666666666664, 'sofa': 0.25, 'armchair': 0.0, 'couch': 0.16666666666666666}",-0.08530307890146883
14444,2372643,3732481,http://manynames.upf.edu//2372643_3732481_desk.png,https://cs.stanford.edu/people/rak248/VG_100K/2372643.jpg,desk,home,furnishing.n.02,{'table': 1.0},1.0,{'None': 1.0},2372643.jpg,"instrumentality, instrumentation","[{'26': ['desk', 'table']}, {'7': ['laptop', 'computer']}]",desk,"{'computer': 0.5, 'laptop': 0.5, 'desk': 1.0, 'table': 1.0}","{'computer': {'bounding box': 1.0}, 'laptop': {'bounding box': 1.0}, 'desk': {'None': 1.0}, 'table': {'None': 1.0}}",26,0.7307692307692307,0.840358671609117,2,home,train,"{'computer': {'computer': 1.0, 'laptop': 1.0, 'desk': 0.0, 'table': 0.0}, 'laptop': {'computer': 1.0, 'laptop': 1.0, 'desk': 0.0, 'table': 0.0}, 'desk': {'computer': 0.0, 'laptop': 0.0, 'desk': 1.0, 'table': 1.0}, 'table': {'computer': 0.0, 'laptop': 0.0, 'desk': 1.0, 'table': 1.0}}","[156, 107, 344, 225]","[179, 121, 418, 276]","{'person': 0.0, 'room': 0.0, 'bottle': 0.02857142857142857, 'people': 0.0, 'table': 0.2, 'man': 0.0, 'keyboard': 0.02857142857142857, 'laptop': 0.14285714285714285, 'desk': 0.5428571428571428, 'box': 0.0, 'monitor': 0.0, 'corner': 0.0, 'computer': 0.05714285714285714}","{'person': 0.0625, 'room': 0.0625, 'bottle': 0.0, 'people': 0.0625, 'table': 0.0, 'man': 0.0625, 'keyboard': 0.0, 'laptop': 0.375, 'desk': 0.0, 'box': 0.0625, 'monitor': 0.0625, 'corner': 0.0625, 'computer': 0.1875}",-0.06686074762071081
5832,2340024,2706296,http://manynames.upf.edu//2340024_2706296_couch.png,https://cs.stanford.edu/people/rak248/VG_100K/2340024.jpg,couch,home,furnishing.n.02,"{'sofa': 1.0, 'bed': 1.0}",1.0,{'None': 1.0},2340024.jpg,"instrumentality, instrumentation","[{'26': ['couch', 'sofa', 'bed']}, {'4': ['cats']}, {'2': ['cover']}]",couch,"{'cats': 0.5, 'cover': 0.5, 'couch': 1.0, 'sofa': 1.0, 'bed': 0.5}","{'cats': {'bounding box': 1.0}, 'cover': {'bounding box': 1.0}, 'couch': {'None': 1.0}, 'sofa': {'None': 1.0}, 'bed': {'None': 0.3, 'visual': 0.7}}",26,0.6538461538461539,1.2484577639970085,3,home,train,"{'cats': {'cats': 1.0, 'cover': 0.0, 'couch': 0.0, 'sofa': 0.0, 'bed': 0.0}, 'cover': {'cats': 0.0, 'cover': 1.0, 'couch': 0.0, 'sofa': 0.0, 'bed': 0.0}, 'couch': {'cats': 0.0, 'cover': 0.0, 'couch': 1.0, 'sofa': 1.0, 'bed': 1.0}, 'sofa': {'cats': 0.0, 'cover': 0.0, 'couch': 1.0, 'sofa': 1.0, 'bed': 1.0}, 'bed': {'cats': 0.0, 'cover': 0.0, 'couch': 1.0, 'sofa': 1.0, 'bed': 1.0}}","[0, 74, 347, 133]","[0, 111, 559, 219]","{'bench': 0.029411764705882353, 'cover': 0.058823529411764705, 'cats': 0.11764705882352941, 'bedsheets': 0.029411764705882353, 'cat': 0.0, 'house': 0.0, 'bedroom': 0.0, 'bed': 0.08823529411764706, 'wood': 0.0, 'sofa': 0.17647058823529413, 'couch': 0.5}","{'bench': 0.0, 'cover': 0.0, 'cats': 0.25, 'bedsheets': 0.0, 'cat': 0.0625, 'house': 0.0625, 'bedroom': 0.0625, 'bed': 0.1875, 'wood': 0.0625, 'sofa': 0.1875, 'couch': 0.125}",0.4018412140807562
21270,2402070,393047,http://manynames.upf.edu//2402070_393047_chair.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2402070.jpg,chair,home,furnishing.n.02,"{'sofa': 0.67, 'armchair': 1.0}",1.0,{'None': 1.0},2402070.jpg,"instrumentality, instrumentation","[{'35': ['chair', 'sofa', 'armchair']}]",chair,"{'chair': 1.0, 'sofa': 0.5, 'armchair': 1.0}","{'chair': {'None': 1.0}, 'sofa': {'visual': 0.3, 'None': 0.3, 'bounding box': 0.3}, 'armchair': {'None': 1.0}}",35,0.8571428571428571,0.7303800063615659,3,home,train,"{'chair': {'chair': 1.0, 'sofa': 0.67, 'armchair': 1.0}, 'sofa': {'chair': 0.67, 'sofa': 1.0, 'armchair': 0.67}, 'armchair': {'chair': 1.0, 'sofa': 0.67, 'armchair': 1.0}}","[297, 137, 203, 180]","[348, 157, 249, 222]","{'room': 0.0, 'friend': 0.0, 'sofa': 0.08333333333333333, 'i': 0.0, 'table': 0.0, 'tv': 0.0, 'children': 0.0, 'chair': 0.8333333333333334, 'box': 0.0, 'bedroom': 0.0, 'girl': 0.0, 'armchair': 0.05555555555555555, '~~': 0.0, 'ghost': 0.0, 'man': 0.0, 'kids': 0.0, 'child': 0.0, 'couch': 0.027777777777777776, 'woman': 0.0, 'hotel': 0.0}","{'room': 0.12, 'friend': 0.04, 'sofa': 0.0, 'i': 0.04, 'table': 0.04, 'tv': 0.04, 'children': 0.04, 'chair': 0.2, 'box': 0.08, 'bedroom': 0.04, 'girl': 0.04, 'armchair': 0.0, '~~': 0.04, 'ghost': 0.04, 'man': 0.04, 'kids': 0.04, 'child': 0.04, 'couch': 0.0, 'woman': 0.08, 'hotel': 0.04}",0.7393541234886548
11720,2362851,2937272,http://manynames.upf.edu//2362851_2937272_bed.png,https://cs.stanford.edu/people/rak248/VG_100K/2362851.jpg,bed,home,furnishing.n.02,{},1.0,{'None': 1.0},2362851.jpg,"instrumentality, instrumentation",[{'34': ['bed']}],bed,{'bed': 1.0},{'bed': {'None': 1.0}},34,1.0,0.0,1,home,train,{'bed': {'bed': 1.0}},"[92, 198, 323, 134]","[103, 229, 393, 167]","{'dark': 0.0, 'bed cover': 0.027777777777777776, 'window': 0.0, 'sheets': 0.0, 'city': 0.0, 'door': 0.0, 'bed sheet': 0.027777777777777776, 'bedroom': 0.0, 'bed': 0.9444444444444444, 'view': 0.0, 'skyline': 0.0, 'shutters': 0.0}","{'dark': 0.047619047619047616, 'bed cover': 0.0, 'window': 0.09523809523809523, 'sheets': 0.047619047619047616, 'city': 0.047619047619047616, 'door': 0.047619047619047616, 'bed sheet': 0.0, 'bedroom': 0.19047619047619047, 'bed': 0.38095238095238093, 'view': 0.047619047619047616, 'skyline': 0.047619047619047616, 'shutters': 0.047619047619047616}",0.875692772556081
4089,2330529,3477696,http://manynames.upf.edu//2330529_3477696_table.png,https://cs.stanford.edu/people/rak248/VG_100K/2330529.jpg,counter,home,furnishing.n.02,{'table': 1.0},1.0,{'None': 1.0},2330529.jpg,"instrumentality, instrumentation","[{'26': ['table', 'counter']}]",table,"{'table': 1.0, 'counter': 1.0}","{'table': {'None': 1.0}, 'counter': {'None': 1.0}}",26,0.9230769230769232,0.3912435636292556,2,home,train,"{'table': {'table': 1.0, 'counter': 1.0}, 'counter': {'table': 1.0, 'counter': 1.0}}","[0, 162, 500, 186]","[0, 186, 597, 229]","{'stuffed': 0.0, 'bear': 0.0, 'it.': 0.0, 'floor': 0.02857142857142857, 'bag': 0.0, 'wooden': 0.0, 'table': 0.6857142857142857, 'desk': 0.0, 'box': 0.02857142857142857, 'snakes': 0.02857142857142857, 'wooden leg': 0.02857142857142857, 'cart': 0.02857142857142857, 'candy': 0.0, 'counter': 0.05714285714285714, 'toy': 0.02857142857142857, 'teddy': 0.0, 'pole': 0.02857142857142857, 'snacks': 0.02857142857142857, 'food': 0.02857142857142857, 'crate': 0.0}","{'stuffed': 0.04, 'bear': 0.36, 'it.': 0.04, 'floor': 0.0, 'bag': 0.08, 'wooden': 0.04, 'table': 0.0, 'desk': 0.04, 'box': 0.16, 'snakes': 0.0, 'wooden leg': 0.0, 'cart': 0.0, 'candy': 0.08, 'counter': 0.0, 'toy': 0.08, 'teddy': 0.04, 'pole': 0.0, 'snacks': 0.0, 'food': 0.0, 'crate': 0.04}",-0.1795603433274223
17179,2383198,3499288,http://manynames.upf.edu//2383198_3499288_knife.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2383198.jpg,knife,home,tool.n.01,{},1.0,{'None': 1.0},2383198.jpg,tool,"[{'33': ['knife']}, {'2': ['cake']}]",knife,"{'cake': 0.17, 'knife': 1.0}","{'cake': {'bounding box': 1.0}, 'knife': {'None': 1.0}}",33,1.0,0.0,1,home,train,"{'cake': {'cake': 1.0, 'knife': 0.0}, 'knife': {'cake': 0.0, 'knife': 1.0}}","[189, 297, 285, 182]","[162, 259, 262, 170]","{'cake': 0.05555555555555555, 'knives': 0.0, 'layer': 0.0, 'table': 0.0, 'wood': 0.027777777777777776, 'knife': 0.9166666666666666}","{'cake': 0.42105263157894735, 'knives': 0.05263157894736842, 'layer': 0.10526315789473684, 'table': 0.05263157894736842, 'wood': 0.0, 'knife': 0.3684210526315789}",0.5851842860622878
24058,2412733,1618085,http://manynames.upf.edu//2412733_1618085_couch.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2412733.jpg,couch,home,furnishing.n.02,"{'sofa': 1.0, 'bed': 0.67}",0.67,"{'bounding box': 0.3, 'None': 0.7}",2412733.jpg,"instrumentality, instrumentation","[{'14': ['child', 'boy', 'kid', 'man']}, {'20': ['couch', 'bed', 'sofa']}]",couch,"{'man': 0.83, 'child': 0.83, 'kid': 0.83, 'boy': 0.83, 'couch': 0.67, 'sofa': 0.67, 'bed': 0.67}","{'man': {'bounding box': 0.3, 'None': 0.7}, 'child': {'bounding box': 0.3, 'None': 0.7}, 'kid': {'bounding box': 0.3, 'None': 0.7}, 'boy': {'bounding box': 0.3, 'None': 0.7}, 'couch': {'None': 0.7, 'bounding box': 0.3}, 'sofa': {'None': 0.7, 'bounding box': 0.3}, 'bed': {'visual': 0.3, 'None': 0.3, 'bounding box': 0.3}}",20,0.65,1.278897902987479,3,home,train,"{'man': {'man': 1.0, 'child': 1.0, 'kid': 1.0, 'boy': 1.0, 'couch': 0.0, 'sofa': 0.0, 'bed': 0.0}, 'child': {'man': 1.0, 'child': 1.0, 'kid': 1.0, 'boy': 1.0, 'couch': 0.0, 'sofa': 0.0, 'bed': 0.0}, 'kid': {'man': 1.0, 'child': 1.0, 'kid': 1.0, 'boy': 1.0, 'couch': 0.0, 'sofa': 0.0, 'bed': 0.0}, 'boy': {'man': 1.0, 'child': 1.0, 'kid': 1.0, 'boy': 1.0, 'couch': 0.0, 'sofa': 0.0, 'bed': 0.0}, 'couch': {'man': 0.0, 'child': 0.0, 'kid': 0.0, 'boy': 0.0, 'couch': 1.0, 'sofa': 1.0, 'bed': 0.67}, 'sofa': {'man': 0.0, 'child': 0.0, 'kid': 0.0, 'boy': 0.0, 'couch': 1.0, 'sofa': 1.0, 'bed': 0.67}, 'bed': {'man': 0.0, 'child': 0.0, 'kid': 0.0, 'boy': 0.0, 'couch': 0.67, 'sofa': 0.67, 'bed': 1.0}}","[0, 183, 500, 215]","[0, 198, 559, 247]","{'shirt': 0.0, 'dog': 0.0, 'bed': 0.08333333333333333, 'sofa': 0.1111111111111111, 'bear': 0.0, 'plaid': 0.0, 'pajamas': 0.0, 'boy': 0.1111111111111111, 'chair': 0.027777777777777776, 'box': 0.0, 'laying': 0.0, 'panda': 0.0, 'person': 0.027777777777777776, 'man': 0.08333333333333333, 'child': 0.08333333333333333, 'couch': 0.3611111111111111, 'sleeping': 0.0, 'asleep': 0.0, 'kid': 0.1111111111111111}","{'shirt': 0.043478260869565216, 'dog': 0.043478260869565216, 'bed': 0.0, 'sofa': 0.043478260869565216, 'bear': 0.13043478260869565, 'plaid': 0.043478260869565216, 'pajamas': 0.043478260869565216, 'boy': 0.043478260869565216, 'chair': 0.08695652173913043, 'box': 0.043478260869565216, 'laying': 0.043478260869565216, 'panda': 0.13043478260869565, 'person': 0.13043478260869565, 'man': 0.0, 'child': 0.043478260869565216, 'couch': 0.043478260869565216, 'sleeping': 0.043478260869565216, 'asleep': 0.043478260869565216, 'kid': 0.0}",-0.2808365974386008
695,498019,2901227,http://manynames.upf.edu//498019_2901227_couch.png,https://cs.stanford.edu/people/rak248/VG_100K/498019.jpg,sofa,home,furnishing.n.02,{'couch': 1.0},1.0,{'None': 1.0},498019.jpg,"instrumentality, instrumentation","[{'32': ['sofa', 'couch']}, {'2': ['dog']}]",couch,"{'dog': 0.7, 'couch': 1.0, 'sofa': 1.0}","{'dog': {'bounding box': 0.6, 'None': 0.4}, 'couch': {'None': 1.0}, 'sofa': {'None': 1.0}}",32,0.8125,0.6962122601251459,2,home,train,"{'dog': {'dog': 1.0, 'couch': 0.0, 'sofa': 0.0}, 'couch': {'dog': 0.0, 'couch': 1.0, 'sofa': 1.0}, 'sofa': {'dog': 0.0, 'couch': 1.0, 'sofa': 1.0}}","[242, 263, 956, 638]","[113, 124, 482, 323]","{'labrador': 0.0, 'dog': 0.058823529411764705, 'man': 0.0, 'boy': 0.0, 'woman': 0.0, 'ball': 0.0, 'sofa': 0.17647058823529413, 'couch': 0.7647058823529411}","{'labrador': 0.058823529411764705, 'dog': 0.35294117647058826, 'man': 0.058823529411764705, 'boy': 0.058823529411764705, 'woman': 0.058823529411764705, 'ball': 0.058823529411764705, 'sofa': 0.058823529411764705, 'couch': 0.29411764705882354}",0.570257540531534
13575,2369483,611131,http://manynames.upf.edu//2369483_611131_bowl.png,https://cs.stanford.edu/people/rak248/VG_100K/2369483.jpg,bowl,home,vessel.n.03,{'plate': 1.0},1.0,{'None': 1.0},2369483.jpg,"instrumentality, instrumentation","[{'8': ['fruit', 'oranges']}, {'24': ['plate', 'bowl']}]",bowl,"{'oranges': 0.5, 'fruit': 0.5, 'bowl': 1.0, 'plate': 1.0}","{'oranges': {'bounding box': 1.0}, 'fruit': {'bounding box': 1.0}, 'bowl': {'None': 1.0}, 'plate': {'None': 1.0}}",24,0.7916666666666666,0.7382848661434507,2,home,train,"{'oranges': {'oranges': 1.0, 'fruit': 1.0, 'bowl': 0.0, 'plate': 0.0}, 'fruit': {'oranges': 1.0, 'fruit': 1.0, 'bowl': 0.0, 'plate': 0.0}, 'bowl': {'oranges': 0.0, 'fruit': 0.0, 'bowl': 1.0, 'plate': 1.0}, 'plate': {'oranges': 0.0, 'fruit': 0.0, 'bowl': 1.0, 'plate': 1.0}}","[66, 72, 382, 361]","[52, 57, 349, 330]","{'fruit': 0.05555555555555555, 'orange': 0.0, 'bowl of fruit': 0.027777777777777776, 'bowl': 0.5277777777777778, 'food': 0.027777777777777776, 'table': 0.0, 'object': 0.0, 'oranges': 0.16666666666666666, 'apples': 0.0, 'leaves': 0.0, 'pears': 0.0, 'box': 0.0, 'brute': 0.027777777777777776, 'plate': 0.1388888888888889, 'tangerines': 0.0, 'peel': 0.0, 'lemons': 0.0, 'peaches': 0.027777777777777776}","{'fruit': 0.04, 'orange': 0.16, 'bowl of fruit': 0.0, 'bowl': 0.2, 'food': 0.0, 'table': 0.04, 'object': 0.04, 'oranges': 0.24, 'apples': 0.04, 'leaves': 0.04, 'pears': 0.04, 'box': 0.04, 'brute': 0.0, 'plate': 0.0, 'tangerines': 0.04, 'peel': 0.04, 'lemons': 0.04, 'peaches': 0.0}",0.6067056227915337
11839,2363267,766525,http://manynames.upf.edu//2363267_766525_bench.png,https://cs.stanford.edu/people/rak248/VG_100K/2363267.jpg,bench,home,furnishing.n.02,{},1.0,{'None': 1.0},2363267.jpg,"instrumentality, instrumentation",[{'31': ['bench']}],bench,{'bench': 1.0},{'bench': {'None': 1.0}},31,1.0,0.0,1,home,val,{'bench': {'bench': 1.0}},"[72, 67, 413, 168]","[79, 73, 500, 208]","{'person': 0.0, 'bench': 0.8611111111111112, 'circle': 0.0, 'guy': 0.0, 'table': 0.027777777777777776, 'dog': 0.0, 'shoe': 0.027777777777777776, ']': 0.0, 'boy': 0.0, 'chair': 0.027777777777777776, 'pant': 0.027777777777777776, 'girl': 0.0, 'shorts': 0.027777777777777776}","{'person': 0.10526315789473684, 'bench': 0.15789473684210525, 'circle': 0.05263157894736842, 'guy': 0.05263157894736842, 'table': 0.0, 'dog': 0.2631578947368421, 'shoe': 0.0, ']': 0.10526315789473684, 'boy': 0.10526315789473684, 'chair': 0.0, 'pant': 0.0, 'girl': 0.15789473684210525, 'shorts': 0.0}",0.2537813735467266
22892,2408466,261159,http://manynames.upf.edu//2408466_261159_bed.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2408466.jpg,bed,home,furnishing.n.02,{'cot': 1.0},1.0,{'None': 1.0},2408466.jpg,"instrumentality, instrumentation","[{'34': ['cot', 'bed']}]",bed,"{'bed': 1.0, 'cot': 1.0}","{'bed': {'None': 1.0}, 'cot': {'None': 1.0}}",34,0.8235294117647058,0.672294817075638,2,home,train,"{'bed': {'bed': 1.0, 'cot': 1.0}, 'cot': {'bed': 1.0, 'cot': 1.0}}","[1, 278, 176, 219]","[0, 242, 164, 203]","{'name': 0.0, 'room': 0.0, 'bellow': 0.027777777777777776, 'prison': 0.0, 'blanket': 0.0, 'shirt': 0.027777777777777776, 'cushion': 0.0, 'chess': 0.0, 'chair': 0.0, 'bed': 0.7777777777777778, 'board': 0.0, 'corner': 0.0, 'cot': 0.16666666666666666, 'cell': 0.0}","{'name': 0.05263157894736842, 'room': 0.05263157894736842, 'bellow': 0.0, 'prison': 0.10526315789473684, 'blanket': 0.10526315789473684, 'shirt': 0.0, 'cushion': 0.05263157894736842, 'chess': 0.05263157894736842, 'chair': 0.05263157894736842, 'bed': 0.3157894736842105, 'board': 0.05263157894736842, 'corner': 0.05263157894736842, 'cot': 0.0, 'cell': 0.10526315789473684}",0.8161669214939185
